jg_rod,CHAVE_1,CHAVE_2,arbitro_principal,arbitro_principal_quadro_fifa,aux1_quadro_fifa,aux2_quadro_fifa,auxiliares,cidade,clubem,clubev,estado_m,estado_v,clássico,data,estadio,hora,id_clubem,id_clubev,id_periodo,ingresso,ingresso_vendido,observacoes,pagante,placarm_tn,placarv_tn,quarto_arbitro,quarto_arbitro_quadro_fifa,renda_bruta,renda_liq,renda_liq_sort,valor_renda_liq,ano,rodada,vitoria_m,empate_m,derrota_m,vitoria_v,empate_v,derrota_v,mandante_posicao_final_rodada,Visitante_posicao_final_rodada,CHAVE_1A,CHAVE_2B,mandante_posicao_inicio_rodada,Visitante_posicao_inicio_rodada,man_gf_ini_rod,vis_gf_ini_rod,man_gt_ini_rod,vis_gt_ini_rod,man_saldo_ini_rod,vis_saldo_ini_rod,man_mean_gf_ini_r,vis_mean_gf_ini_r,man_mean_gt_ini_r,vis_mean_gt_ini_r,man_mean_saldo_ini_r,vis_mean_saldo_ini_r,gs_partida,jg_fds,resultado_time_mandante,fator_resultado
3,201622Fluminense-RJ,201622Palmeiras-SP,Ricardo Marques Ribeiro-MG,S,S,N,Guilherme Dias Camilo-MG_e_Sidmar dos Santos Meurer-MG,Brasília,Fluminense-RJ,Palmeiras-SP,RJ,SP,0,28/08,Mané Garrincha,16h00,11,1,5,12037,100,,12037,0,2,Rodrigo Batista Raposo-DF,N,630135,800000,800000,800000,2016,22,0,0,1,1,0,0,7,1,201621Fluminense-RJ,201621Palmeiras-SP,7,1,25,38,20,22,5,16,1.1904761905,1.8095238095,0.9523809524,1.0476190476,0.2380952381,0.7619047619,2,1,derrota,-1
4,201622São Paulo-SP,201622Coritiba-PR,Francisco Carlos Nascimento-AL,N,N,N,Esdras Mariano de Lima-AL_e_Pedro Jorge Santos de Araújo-AL,São Paulo,São Paulo-SP,Coritiba-PR,SP,PR,0,28/08,Morumbi,16h00,18,7,5,12952,60.5,,7836,0,0,Flávio Rodrigues de Souza-SP,N,182596,-5919.65,-5919.65,-5919.65,2016,22,0,1,0,0,1,0,11,14,201621São Paulo-SP,201621Coritiba-PR,9,14,22,25,22,29,0,-4,1.0476190476,1.1904761905,1.0476190476,1.380952381,0,-0.1904761905,0,1,empate,0
5,201622Grêmio-RS,201622Atlético Mineiro-MG,Cláudio Francisco Lima e Silva-SE,N,N,N,Aílton Farias-SE_e_Daniel Vidal Pimentel-SE,Porto Alegre,Grêmio-RS,Atlético Mineiro-MG,RS,MG,0,28/08,Arena do Grêmio,16h00,12,4,5,30631,100,,30631,1,1,Jean Pierre Gonçalves Lima-RS,N,1111535,910734.34,910734.34,910734.34,2016,22,0,1,0,0,1,0,6,5,201621Grêmio-RS,201621Atlético Mineiro-MG,5,4,31,34,23,28,8,6,1.4761904762,1.619047619,1.0952380952,1.3333333333,0.380952381,0.2857142857,2,1,empate,0
6,201622Chapecoense-SC,201622Flamengo-RJ,Caio Max Augusto Vieira-RN,N,N,N,Flávio Gomes Barroca-RN_e_Vinícius Melo de Lima-RN,Chapecó,Chapecoense-SC,Flamengo-RJ,SC,RJ,0,28/08,Arena Condá,16h00,44,10,5,11562,100,,11562,1,3,Rodrigo D'Alonso Ferreira-SC,N,383260,307177.39,307177.39,307177.39,2016,22,0,0,1,1,0,0,13,2,201621Chapecoense-SC,201621Flamengo-RJ,11,5,30,25,34,21,-4,4,1.4285714286,1.1904761905,1.619047619,1,-0.1904761905,0.1904761905,4,1,derrota,-1
7,201622Vitória-BA,201622América Mineiro-MG,Anderson Daronco-RS,S,N,N,Rafael da Silva Alves-RS_e_Elio Nepomuceno de Andrade Júnior-RS,Salvador,Vitória-BA,América Mineiro-MG,BA,MG,0,28/08,Arena Fonte Nova,18h30,40,22,5,8749,96.9,,8477,2,1,Johnn Herbert Alves Bispo-BA,N,111231,-54666.47,-54666.47,-54666.47,2016,22,1,0,0,0,0,1,14,20,201621Vitória-BA,201621América Mineiro-MG,16,20,27,13,32,33,-5,-20,1.2857142857,0.619047619,1.5238095238,1.5714285714,-0.2380952381,-0.9523809524,3,1,Vitoria,1
8,201622Sport-PE,201622Internacional-RS,Grazianni Maciel Rocha-RJ,N,N,N,Eduardo de Souza Couto-RJ_e_Carlos Henrique Alves Filho-RJ,São Lourenço da Mata,Sport-PE,Internacional-RS,PE,RS,0,28/08,Arena Pernambuco,18h30,19,13,5,5288,100,,5288,1,1,Emerson Sobral-PE,N,130865,91992.43,91992.43,91992.43,2016,22,0,1,0,0,1,0,12,16,201621Sport-PE,201621Internacional-RS,12,14,30,22,32,25,-2,-3,1.4285714286,1.0476190476,1.5238095238,1.1904761905,-0.0952380952,-0.1428571429,2,1,empate,0
9,201622Atlético Paranaense-PR,201622Botafogo-RJ,Leandro Pedro Vuaden-RS,S,N,N,Jorge Eduardo Bernardi-RS_e_Lúcio Beiersdorf Flor-RS,Curitiba,Atlético Paranaense-PR,Botafogo-RJ,PR,RJ,0,29/08,Arena da Baixada,20h00,25,6,5,11453,100,,11453,1,0,Rafael Traci-PR,N,177945,-37798.32,-37798.32,-37798.32,2016,22,1,0,0,0,0,1,7,9,201621Atlético Paranaense-PR,201621Botafogo-RJ,8,10,20,29,20,30,0,-1,0.9523809524,1.380952381,0.9523809524,1.4285714286,0,-0.0476190476,1,0,Vitoria,1
0,201623Botafogo-RJ,201623Fluminense-RJ,Rodolpho Toski Marques-PR,N,N,N,Ivan Carlos Bohn-PR_e_Rafael Trombeta-PR,Rio de Janeiro,Botafogo-RJ,Fluminense-RJ,RJ,RJ,1,07/09,Luso-Brasileiro,16h00,6,11,5,9211,100,,9211,1,0,Rodrigo Nunes de Sá-RJ,N,323060,43980.41,43980.41,43980.41,2016,23,1,0,0,0,0,1,9,7,201622Botafogo-RJ,201622Fluminense-RJ,9,7,29,25,31,22,-2,3,1.3181818182,1.1363636364,1.4090909091,1,-0.0909090909,0.1363636364,1,0,Vitoria,1
1,201623Santa Cruz-PE,201623Chapecoense-SC,Sávio Sampaio-DF,N,N,N,Lehi Sousa-DF_e_Lucas Guerra-DF,São Lourenço da Mata,Santa Cruz-PE,Chapecoense-SC,PE,SC,0,07/09,Arena Pernambuco,16h00,55,44,5,10831,91.2,,9878,2,2,Emerson Sobral-PE,N,230510,181327.85,181327.85,181327.85,2016,23,0,1,0,0,1,0,19,15,201622Santa Cruz-PE,201622Chapecoense-SC,19,13,22,31,31,37,-9,-6,1,1.4090909091,1.4090909091,1.6818181818,-0.4090909091,-0.2727272727,4,0,empate,0
2,201623Figueirense-SC,201623Atlético Paranaense-PR,Pablo dos Santos Alves-PB,N,N,N,Luiz Felipe-PB_e_Tomaz Diniz-PB,Florianópolis,Figueirense-SC,Atlético Paranaense-PR,SC,PR,0,07/09,Orlando Scarpelli,16h00,9,25,5,5744,100,,5744,1,0,Célio Amorim-SC,N,84940,31301.99,31301.99,31301.99,2016,23,1,0,0,0,0,1,18,7,201622Figueirense-SC,201622Atlético Paranaense-PR,18,7,20,21,27,20,-7,1,0.9090909091,0.9545454545,1.2272727273,0.9090909091,-0.3181818182,0.0454545455,1,0,Vitoria,1
3,201623Atlético Mineiro-MG,201623Vitória-BA,Jean Pierre Gonçalves Lima-RS,N,N,N,Leirson Peng Martins-RS_e_Maurício Coelho da Silva Penna-RS,Belo Horizonte,Atlético Mineiro-MG,Vitória-BA,MG,BA,0,07/09,Independência,19h30,4,40,5,16201,83.5,,13532,2,1,Emerson de Almeida Ferreira-MG,N,588174,-63465.75,-63465.75,-63465.75,2016,23,1,0,0,0,0,1,3,17,201622Atlético Mineiro-MG,201622Vitória-BA,5,14,35,29,29,33,6,-4,1.5909090909,1.3181818182,1.3181818182,1.5,0.2727272727,-0.1818181818,3,0,Vitoria,1
4,201623Flamengo-RJ,201623Ponte Preta-SP,Francisco Carlos Nascimento-AL,N,N,N,Esdras Mariano de Lima-AL_e_Pedro Jorge Santos de Araújo-AL,Cariacica,Flamengo-RJ,Ponte Preta-SP,RJ,SP,0,07/09,Kléber Andrade,21h45,10,15,5,14721,100,,14721,2,1,Devarly do Rosário-ES,N,998920,416500,416500,416500,2016,23,1,0,0,0,0,1,2,10,201622Flamengo-RJ,201622Ponte Preta-SP,2,9,28,29,22,33,6,-4,1.2727272727,1.3181818182,1,1.5,0.2727272727,-0.1818181818,3,0,Vitoria,1
5,201623Palmeiras-SP,201623São Paulo-SP,Sandro Meira Ricci-SC,S,S,N,Nadine Schramm Camara Bastos-SC_e_Helton Nunes-SC,São Paulo,Palmeiras-SP,São Paulo-SP,SP,SP,1,07/09,Allianz Parque,21h45,1,18,5,39944,100,,39944,2,1,Thiago Duarte Peixoto-SP,N,2742012.6,2093525.49,2093525.49,2093525.49,2016,23,1,0,0,0,0,1,1,12,201622Palmeiras-SP,201622São Paulo-SP,1,11,40,22,22,22,18,0,1.8181818182,1,1,1,0.8181818182,0,3,0,Vitoria,1
6,201623Coritiba-PR,201623Grêmio-RS,Wagner do Nascimento Magalhães-RJ,N,N,N,Dibert Pedrosa Moisés-RJ_e_Luiz Cláudio Regazone-RJ,Curitiba,Coritiba-PR,Grêmio-RS,PR,RS,0,07/09,Couto Pereira,21h45,7,12,5,8507,100,,8507,4,0,Rafael Traci-PR,N,182140,-24782.13,-24782.13,-24782.13,2016,23,1,0,0,0,0,1,10,6,201622Coritiba-PR,201622Grêmio-RS,14,6,25,32,29,24,-4,8,1.1363636364,1.4545454545,1.3181818182,1.0909090909,-0.1818181818,0.3636363636,4,0,Vitoria,1
7,201623Corinthians-SP,201623Sport-PE,João Batista de Arruda-RJ,N,N,N,Michael Corrêia-RJ_e_João Luiz Coelho de Albuquerque-RJ,São Paulo,Corinthians-SP,Sport-PE,SP,PE,0,08/09,Arena Corinthians,19h30,2,19,5,24360,100,,24360,3,0,Marcelo Aparecido Ribeiro de Souza-SP,N,1163355.5,610027.09,610027.09,610027.09,2016,23,1,0,0,0,0,1,3,16,201622Corinthians-SP,201622Sport-PE,2,12,30,31,21,33,9,-2,1.3636363636,1.4090909091,0.9545454545,1.5,0.4090909091,-0.0909090909,3,0,Vitoria,1
8,201623Internacional-RS,201623Santos-SP,Rodrigo Batista Raposo-DF,N,N,N,Daniel Henrique-DF_e_José Reinaldo-DF,Porto Alegre,Internacional-RS,Santos-SP,RS,SP,0,08/09,Beira-Rio,21h00,13,17,5,29996,100,,29996,2,1,Diego Almeida Real-RS,N,763100,523110.3,523110.3,523110.3,2016,23,1,0,0,0,0,1,14,3,201622Internacional-RS,201622Santos-SP,16,2,23,36,26,20,-3,16,1.0454545455,1.6363636364,1.1818181818,0.9090909091,-0.1363636364,0.7272727273,3,0,Vitoria,1
9,201623América Mineiro-MG,201623Cruzeiro-MG,Igor Junio Benevenuto-MG,N,N,N,Pablo Almeida Costa-MG_e_Celso Luiz da Silva-MG,Belo Horizonte,América Mineiro-MG,Cruzeiro-MG,MG,MG,1,08/09,Independência,21h00,22,8,5,5683,64.3,,3657,0,2,Cleisson Veloso Pereira-MG,N,143560,36696.36,36696.36,36696.36,2016,23,0,0,1,1,0,0,20,12,201622América Mineiro-MG,201622Cruzeiro-MG,20,17,14,30,35,35,-21,-5,0.6363636364,1.3636363636,1.5909090909,1.5909090909,-0.9545454545,-0.2272727273,2,0,derrota,-1
0,201624Vitória-BA,201624Flamengo-RJ,Vinícius Furlan-SP,N,N,N,Daniel Paulo Ziolli-SP_e_Gustavo Rodrigues de Oliveira-SP,Salvador,Vitória-BA,Flamengo-RJ,BA,RJ,0,10/09,Manoel Barradas (Barradão),18h30,40,10,5,30591,92.8,,28387,1,2,José Cláudio Rocha Filho-SP,N,744363,476255.5,476255.5,476255.5,2016,24,0,0,1,1,0,0,17,2,201623Vitória-BA,201623Flamengo-RJ,17,2,30,30,35,23,-5,7,1.3043478261,1.3043478261,1.5217391304,1,-0.2173913043,0.3043478261,3,1,derrota,-1
1,201624São Paulo-SP,201624Figueirense-SC,Dewson Fernando Freitas da Silva-PA,S,S,N,Alessandro Álvaro Rocha Mattos-BA_e_Hélcio Araújo Neves-PA,São Paulo,São Paulo-SP,Figueirense-SC,SP,SC,0,11/09,Morumbi,11h00,18,9,5,34878,78.5,,27365,3,1,Salim Fende Chavez-SP,N,688491,430011.96,430011.96,430011.96,2016,24,1,0,0,0,0,1,10,17,201623São Paulo-SP,201623Figueirense-SC,12,18,23,21,24,27,-1,-6,1,0.9130434783,1.0434782609,1.1739130435,-0.0434782609,-0.2608695652,4,1,Vitoria,1
2,201624Chapecoense-SC,201624Coritiba-PR,Diego Almeida Real-RS,N,N,N,José Eduardo Calza-RS_e_Alexandre Pruinelli Kleiniche-RS,Chapecó,Chapecoense-SC,Coritiba-PR,SC,PR,0,11/09,Arena Condá,11h00,44,7,5,6101,100,,6101,1,0,Jean Pierre Gonçalves Lima-RS,N,73125,32359.04,32359.04,32359.04,2016,24,1,0,0,0,0,1,12,14,201623Chapecoense-SC,201623Coritiba-PR,15,10,33,29,39,29,-6,0,1.4347826087,1.2608695652,1.6956521739,1.2608695652,-0.2608695652,0,1,1,Vitoria,1
3,201624Santos-SP,201624Corinthians-SP,Raphael Claus-SP,S,S,N,Marcelo Carvalho Van Gasse-SP_e_Danilo Ricardo Simon Manis-SP,Santos,Santos-SP,Corinthians-SP,SP,SP,1,11/09,Vila Belmiro,16h00,17,2,5,9646,89.3,,8610,2,1,Vinícius Gonçalves Dias Araujo-SP,N,434160,212458.2,212458.2,212458.2,2016,24,1,0,0,0,0,1,3,3,201623Santos-SP,201623Corinthians-SP,3,3,37,33,22,21,15,12,1.6086956522,1.4347826087,0.9565217391,0.9130434783,0.652173913,0.5217391304,3,1,Vitoria,1
4,201624Cruzeiro-MG,201624Botafogo-RJ,Rafael Traci-PR,N,S,N,Bruno Boschilla-PR_e_Luciano Roggenbaum-PR,Belo Horizonte,Cruzeiro-MG,Botafogo-RJ,MG,RJ,0,11/09,Mineirão,16h00,8,6,5,26521,100,,26516,0,2,Felipe Varejão-ES,N,700430,44168.84,44168.84,44168.84,2016,24,0,0,1,1,0,0,15,9,201623Cruzeiro-MG,201623Botafogo-RJ,12,9,32,30,35,31,-3,-1,1.3913043478,1.3043478261,1.5217391304,1.347826087,-0.1304347826,-0.0434782609,2,1,derrota,-1
5,201624Atlético Paranaense-PR,201624Internacional-RS,Paulo Henrique Schleich Vollkoph-MS,N,N,N,Leandro dos Santos Ruberdo-MS_e_Cícero Alessandro de Souza-MS,Curitiba,Atlético Paranaense-PR,Internacional-RS,PR,RS,0,11/09,Arena da Baixada,16h00,25,13,5,12756,100,,12756,2,1,Paulo Henrique de Melo Salmazio-MS,N,298250,75524.81,75524.81,75524.81,2016,24,1,0,0,0,0,1,8,15,201623Atlético Paranaense-PR,201623Internacional-RS,7,14,21,25,21,27,0,-2,0.9130434783,1.0869565217,0.9130434783,1.1739130435,0,-0.0869565217,3,1,Vitoria,1
6,201624Sport-PE,201624Santa Cruz-PE,Leandro Pedro Vuaden-RS,S,N,N,Jorge Eduardo Bernardi-RS_e_Lúcio Beiersdorf Flor-RS,Recife,Sport-PE,Santa Cruz-PE,PE,PE,1,11/09,Ilha do Retiro,16h00,19,55,5,11688,100,,11688,5,3,Cláudio Francisco Lima e Silva-SE,N,204230,119185.61,119185.61,119185.61,2016,24,1,0,0,0,0,1,12,19,201623Sport-PE,201623Santa Cruz-PE,16,19,31,24,36,33,-5,-9,1.347826087,1.0434782609,1.5652173913,1.4347826087,-0.2173913043,-0.3913043478,8,1,Vitoria,1
7,201624Grêmio-RS,201624Palmeiras-SP,Emerson de Almeida Ferreira-MG,N,N,N,Luiz Antônio Barbosa-MG_e_Marconi Helbert Vieira-MG,Porto Alegre,Grêmio-RS,Palmeiras-SP,RS,SP,0,11/09,Arena do Grêmio,18h30,12,1,5,19514,100,,19514,0,0,Igor Junio Benevenuto-MG,N,671308,527781.18,527781.18,527781.18,2016,24,0,1,0,0,1,0,6,1,201623Grêmio-RS,201623Palmeiras-SP,6,1,32,42,28,23,4,19,1.3913043478,1.8260869565,1.2173913043,1,0.1739130435,0.8260869565,0,1,empate,0
8,201624Ponte Preta-SP,201624América Mineiro-MG,Wilton Pereira Sampaio-GO,S,S,N,Bruno Pires-GO_e_Fabiano da Silva Ramires-ES,Campinas,Ponte Preta-SP,América Mineiro-MG,SP,MG,0,11/09,Moisés Lucarelli,18h30,15,22,5,5119,76.9,,3935,1,1,Rodrigo Batista Raposo-DF,N,63790,-12268.68,-12268.68,-12268.68,2016,24,0,1,0,0,1,0,11,20,201623Ponte Preta-SP,201623América Mineiro-MG,10,20,30,14,35,37,-5,-23,1.3043478261,0.6086956522,1.5217391304,1.6086956522,-0.2173913043,-1,2,1,empate,0
9,201624Fluminense-RJ,201624Atlético Mineiro-MG,Eduardo Tomaz de Aquino Valadão-GO,N,N,N,Adaílton Fernando-GO_e_Edson Antônio-GO,Mesquita,Fluminense-RJ,Atlético Mineiro-MG,RJ,MG,0,12/09,Giulite Coutinho,20h00,11,4,5,9054,87,,7874,4,2,Sávio Sampaio-DF,N,189200,32968.67,32968.67,32968.67,2016,24,1,0,0,0,0,1,6,5,201623Fluminense-RJ,201623Atlético Mineiro-MG,7,3,25,37,23,30,2,7,1.0869565217,1.6086956522,1,1.3043478261,0.0869565217,0.3043478261,6,0,Vitoria,1
0,201625Botafogo-RJ,201625Santos-SP,Paulo Henrique Schleich Vollkoph-MS,N,N,N,Cícero Alessandro de Souza-MS_e_Marcos dos Santos Brito-MS,Rio de Janeiro,Botafogo-RJ,Santos-SP,RJ,SP,0,14/09,Luso-Brasileiro,19h30,6,17,5,11422,100,,11422,0,1,Rodrigo Carvalhães de Miranda-RJ,N,185240,-43580.55,-43580.55,-43580.55,2016,25,0,0,1,1,0,0,11,2,201624Botafogo-RJ,201624Santos-SP,9,3,32,39,31,23,1,16,1.3333333333,1.625,1.2916666667,0.9583333333,0.0416666667,0.6666666667,1,0,derrota,-1
1,201625Figueirense-SC,201625América Mineiro-MG,José Cláudio Rocha Filho-SP,N,N,N,Fábio Rogério Baesteiro-SP_e_Ricardo Pavanelli Lanutto-SP,Florianópolis,Figueirense-SC,América Mineiro-MG,SC,MG,0,14/09,Orlando Scarpelli,19h30,9,22,5,3323,100,,3323,2,2,Célio Amorim-SC,N,35145,-7240.83,-7240.83,-7240.83,2016,25,0,1,0,0,1,0,18,20,201624Figueirense-SC,201624América Mineiro-MG,17,20,22,15,30,38,-8,-23,0.9166666667,0.625,1.25,1.5833333333,-0.3333333333,-0.9583333333,4,0,empate,0
2,201625Ponte Preta-SP,201625Grêmio-RS,Jaílson Macedo Freitas-BA,N,N,N,José Carlos Oliveira dos Santos-BA_e_Paulo de Tarso Bregalda Gussen-BA,Campinas,Ponte Preta-SP,Grêmio-RS,SP,RS,0,14/09,Moisés Lucarelli,21h00,15,12,5,4923,71.8,,3536,3,0,Vinícius Furlan-SP,N,69650,-3827.14,-3827.14,-3827.14,2016,25,1,0,0,0,0,1,8,7,201624Ponte Preta-SP,201624Grêmio-RS,11,6,31,32,36,28,-5,4,1.2916666667,1.3333333333,1.5,1.1666666667,-0.2083333333,0.1666666667,3,0,Vitoria,1
3,201625Santa Cruz-PE,201625Atlético Paranaense-PR,Dewson Fernando Freitas da Silva-PA,S,N,N,Hélcio Araújo Neves-PA_e_Heronildo Sebastião Freitas da Silva-PA,Recife,Santa Cruz-PE,Atlético Paranaense-PR,PE,PR,0,14/09,Arruda,21h00,55,25,5,3723,44.7,,1665,1,0,Gilberto Rodrigues Castro Júnior-PE,N,25035,-1446.21,-1446.21,-1446.21,2016,25,1,0,0,0,0,1,19,8,201624Santa Cruz-PE,201624Atlético Paranaense-PR,19,8,27,23,38,22,-11,1,1.125,0.9583333333,1.5833333333,0.9166666667,-0.4583333333,0.0416666667,1,0,Vitoria,1
4,201625Palmeiras-SP,201625Flamengo-RJ,André Luiz de Freitas Castro-GO,N,S,N,Fabrício Vilarinho da Silva-GO_e_Cristhian Passos Sorence-GO,São Paulo,Palmeiras-SP,Flamengo-RJ,SP,RJ,0,14/09,Allianz Parque,21h45,1,10,5,32885,100,,32885,1,1,Marcelo Aparecido Ribeiro de Souza-SP,N,2289325.68,1713399.17,1713399.17,1713399.17,2016,25,0,1,0,0,1,0,1,2,201624Palmeiras-SP,201624Flamengo-RJ,1,2,42,32,23,24,19,8,1.75,1.3333333333,0.9583333333,1,0.7916666667,0.3333333333,2,0,empate,0
5,201625Coritiba-PR,201625Corinthians-SP,Grazianni Maciel Rocha-RJ,N,N,N,Silbert Faria Sisquim-RJ_e_Carlos Henrique Alves Filho-RJ,Curitiba,Coritiba-PR,Corinthians-SP,PR,SP,0,14/09,Couto Pereira,21h45,7,2,5,11893,100,,11893,1,1,Rafael Traci-PR,N,366650,104608.23,104608.23,104608.23,2016,25,0,1,0,0,1,0,13,4,201624Coritiba-PR,201624Corinthians-SP,14,3,29,34,30,23,-1,11,1.2083333333,1.4166666667,1.25,0.9583333333,-0.0416666667,0.4583333333,2,0,empate,0
6,201625Fluminense-RJ,201625Chapecoense-SC,Cláudio Francisco Lima e Silva-SE,N,N,N,Aílton Farias-SE_e_Daniel Vidal Pimentel-SE,Mesquita,Fluminense-RJ,Chapecoense-SC,RJ,SC,0,15/09,Giulite Coutinho,19h30,11,44,5,8236,93.5,,7700,1,2,Leonardo Garcia Cavaleiro-RJ,N,147465,2559.85,2559.85,2559.85,2016,25,0,0,1,1,0,0,6,12,201624Fluminense-RJ,201624Chapecoense-SC,6,12,29,34,25,39,4,-5,1.2083333333,1.4166666667,1.0416666667,1.625,0.1666666667,-0.2083333333,3,0,derrota,-1
7,201625Atlético Mineiro-MG,201625Sport-PE,Thiago Duarte Peixoto-SP,N,S,N,Tatiane Sacilotti dos Santos Camargo-SP_e_Herman Brumel Vani-SP,Belo Horizonte,Atlético Mineiro-MG,Sport-PE,MG,PE,0,15/09,Independência,19h30,4,19,5,11584,90.1,,10434,1,0,Igor Junio Benevenuto-MG,N,382580,107797.75,107797.75,107797.75,2016,25,1,0,0,0,0,1,4,14,201624Atlético Mineiro-MG,201624Sport-PE,5,12,39,36,34,39,5,-3,1.625,1.5,1.4166666667,1.625,0.2083333333,-0.125,1,0,Vitoria,1
8,201625São Paulo-SP,201625Cruzeiro-MG,Diego Almeida Real-RS,N,N,N,Alexandre Pruinelli Kleiniche-RS_e_José Eduardo Calza-RS,São Paulo,São Paulo-SP,Cruzeiro-MG,SP,MG,0,15/09,Morumbi,21h00,18,8,5,20279,76.8,,15566,1,0,Flávio Rodrigues de Souza-SP,N,361885,150320.55,150320.55,150320.55,2016,25,1,0,0,0,0,1,10,16,201624São Paulo-SP,201624Cruzeiro-MG,10,15,26,32,25,37,1,-5,1.0833333333,1.3333333333,1.0416666667,1.5416666667,0.0416666667,-0.2083333333,1,0,Vitoria,1
9,201625Internacional-RS,201625Vitória-BA,Emerson Sobral-PE,N,N,N,Francisco Chaves-PE_e_Marlon Rafael-PE,Porto Alegre,Internacional-RS,Vitória-BA,RS,BA,0,15/09,Beira-Rio,21h00,13,40,5,20942,100,,20942,0,1,Luís Teixeira Rocha-RS,N,488675,290138.08,290138.08,290138.08,2016,25,0,0,1,1,0,0,15,17,201624Internacional-RS,201624Vitória-BA,15,17,26,31,29,37,-3,-6,1.0833333333,1.2916666667,1.2083333333,1.5416666667,-0.125,-0.25,1,0,derrota,-1
0,201626Corinthians-SP,201626Palmeiras-SP,Heber Roberto Lopes-SC,S,S,N,Kléber Lúcio Gil-SC_e_Carlos Berkenbrock-SC,São Paulo,Corinthians-SP,Palmeiras-SP,SP,SP,1,17/09,Arena Corinthians,16h00,2,1,5,39879,100,,39879,0,2,Elmo Alves Resende Cunha-GO,N,2344829,1453625.25,1453625.25,1453625.25,2016,26,0,0,1,1,0,0,5,1,201625Corinthians-SP,201625Palmeiras-SP,4,1,35,43,24,24,11,19,1.4,1.72,0.96,0.96,0.44,0.76,2,1,derrota,-1
1,201626Flamengo-RJ,201626Figueirense-SC,Luiz Flávio de Oliveira-SP,S,S,S,Emerson Augusto de Carvalho-SP_e_Marcelo Carvalho Van Gasse-SP,São Paulo,Flamengo-RJ,Figueirense-SC,RJ,SC,0,18/09,Pacaembu,11h00,10,9,5,28564,98.6,,28168,2,0,Flávio Rodrigues de Souza-SP,N,1502640,814885.9,814885.9,814885.9,2016,26,1,0,0,0,0,1,2,18,201625Flamengo-RJ,201625Figueirense-SC,2,18,33,24,25,32,8,-8,1.32,0.96,1,1.28,0.32,-0.32,2,1,Vitoria,1
2,201626Cruzeiro-MG,201626Atlético Mineiro-MG,Bráulio da Silva Machado-SC,N,N,N,Alex dos Santos-SC_e_José Roberto Larroyd-SC,Belo Horizonte,Cruzeiro-MG,Atlético Mineiro-MG,MG,MG,1,18/09,Mineirão,16h00,8,4,5,44206,98,,43334,1,1,Jean Pierre Gonçalves Lima-RS,N,1423271,93929.46,93929.46,93929.46,2016,26,0,1,0,0,1,0,15,4,201625Cruzeiro-MG,201625Atlético Mineiro-MG,16,4,32,40,38,34,-6,6,1.28,1.6,1.52,1.36,-0.24,0.24,2,1,empate,0
3,201626Grêmio-RS,201626Fluminense-RJ,Wilton Pereira Sampaio-GO,S,N,N,Fabiano da Silva Ramires-ES_e_Edson Antônio-GO,Porto Alegre,Grêmio-RS,Fluminense-RJ,RS,RJ,0,18/09,Arena do Grêmio,16h00,12,11,5,12136,100,,12136,0,1,Wagner Reway-MT,N,383424,276344.74,276344.74,276344.74,2016,26,0,0,1,1,0,0,11,6,201625Grêmio-RS,201625Fluminense-RJ,7,6,32,30,31,27,1,3,1.28,1.2,1.24,1.08,0.04,0.12,1,1,derrota,-1
4,201626Atlético Paranaense-PR,201626São Paulo-SP,Anderson Daronco-RS,S,N,N,Elio Nepomuceno de Andrade Júnior-RS_e_Antônio João Albornoz-RS,Curitiba,Atlético Paranaense-PR,São Paulo-SP,PR,SP,0,18/09,Arena da Baixada,16h00,25,18,5,15216,100,,15216,1,0,Francisco de Paula dos Santos Silva Neto-RS,N,422630,162920.45,162920.45,162920.45,2016,26,1,0,0,0,0,1,6,9,201625Atlético Paranaense-PR,201625São Paulo-SP,8,10,23,27,23,25,0,2,0.92,1.08,0.92,1,0,0.08,1,1,Vitoria,1
5,201626Chapecoense-SC,201626Ponte Preta-SP,João Batista de Arruda-RJ,N,N,N,Michael Corrêia-RJ_e_João Luiz Coelho de Albuquerque-RJ,Chapecó,Chapecoense-SC,Ponte Preta-SP,SC,SP,0,18/09,Arena Condá,16h00,44,15,5,2709,100,,2709,2,2,Edivaldo Elias da Silva-PR,N,29065,-4864.3,-4864.3,-4864.3,2016,26,0,1,0,0,1,0,12,10,201625Chapecoense-SC,201625Ponte Preta-SP,12,8,36,34,40,36,-4,-2,1.44,1.36,1.6,1.44,-0.16,-0.08,4,1,empate,0
6,201626Sport-PE,201626Coritiba-PR,Marielson Alves Silva-BA,N,N,N,Adaílton José Jesus da Silva-BA_e_José Carlos Oliveira dos Santos-BA,Recife,Sport-PE,Coritiba-PR,PE,PR,0,18/09,Ilha do Retiro,16h00,19,7,5,6455,100,,6455,0,1,Cláudio Francisco Lima e Silva-SE,N,117120,57418.67,57418.67,57418.67,2016,26,0,0,1,1,0,0,14,12,201625Sport-PE,201625Coritiba-PR,14,13,36,30,40,31,-4,-1,1.44,1.2,1.6,1.24,-0.16,-0.04,1,1,derrota,-1
