jg_rod,CHAVE_1,CHAVE_2,arbitro_principal,arbitro_principal_quadro_fifa,aux1_quadro_fifa,aux2_quadro_fifa,auxiliares,cidade,clubem,clubev,estado_m,estado_v,clássico,data,estadio,hora,id_clubem,id_clubev,id_periodo,ingresso,ingresso_vendido,observacoes,pagante,placarm_tn,placarv_tn,quarto_arbitro,quarto_arbitro_quadro_fifa,renda_bruta,renda_liq,renda_liq_sort,valor_renda_liq,ano,rodada,vitoria_m,empate_m,derrota_m,vitoria_v,empate_v,derrota_v,mandante_posicao_final_rodada,Visitante_posicao_final_rodada,CHAVE_1A,CHAVE_2B,mandante_posicao_inicio_rodada,Visitante_posicao_inicio_rodada,man_gf_ini_rod,vis_gf_ini_rod,man_gt_ini_rod,vis_gt_ini_rod,man_saldo_ini_rod,vis_saldo_ini_rod,man_mean_gf_ini_r,vis_mean_gf_ini_r,man_mean_gt_ini_r,vis_mean_gt_ini_r,man_mean_saldo_ini_r,vis_mean_saldo_ini_r,gs_partida,jg_fds,resultado_time_mandante,fator_resultado
8,20146Goiás-GO,20146Santos-SP,Igor Junio Benevenuto-MG,N,S,S,Márcio Eustáquio Santiago-MG_e_Fábio Pereira-TO,Goiânia,Goiás-GO,Santos-SP,GO,SP,0,22/05,Serra Dourada,19h30,32,17,5,16706,37.1,,6190,2,2,Everton Gomes-GO,N,167840,96789.06,96789.06,96789.06,2014,6,0,1,0,0,1,0,6,12,20145Goiás-GO,20145Santos-SP,2,11,4,4,2,3,2,1,0.8,0.8,0.4,0.6,0.4,0.2,4,0,empate,0
9,20146Vitória-BA,20146Atlético Mineiro-MG,Vinícius Furlan-SP,N,N,N,Rogério Pablos Zanardo-SP_e_Herman Brumel Vani-SP,Feira de Santana,Vitória-BA,Atlético Mineiro-MG,BA,MG,0,22/05,Joia da Princesa,21h00,40,4,5,7534,62.3,,4694,2,3,Gleidson Santos Oliveira-BA,N,80091,8238.59,8238.59,8238.59,2014,6,0,0,1,1,0,0,14,9,20145Vitória-BA,20145Atlético Mineiro-MG,13,12,5,5,6,5,-1,0,1,1,1.2,1,-0.2,0,5,0,derrota,-1
0,20147Bahia-BA,20147Fluminense-RJ,Ricardo Marques Ribeiro-MG,S,N,N,Pablo Almeida Costa-MG_e_Frederico Soares Vilarinho-MG,Barueri,Bahia-BA,Fluminense-RJ,BA,RJ,0,24/05,Arena Barueri,18h30,5,11,5,4962,27.1,,1345,0,1,Flávio Rodrigues de Souza-SP,N,32650,-21345.72,-21345.72,-21345.72,2014,7,0,0,1,1,0,0,12,1,20146Bahia-BA,20146Fluminense-RJ,11,2,6,12,5,5,1,7,1,2,0.8333333333,0.8333333333,0.1666666667,1.1666666667,1,1,derrota,-1
1,20147São Paulo-SP,20147Grêmio-RS,Wilton Pereira Sampaio-GO,S,S,N,Fabrício Vilarinho da Silva-GO_e_João Patrício de Araújo-GO,São Paulo,São Paulo-SP,Grêmio-RS,SP,RS,0,24/05,Morumbi,21h00,18,12,5,18854,79.4,,14971,1,0,Thiago Duarte Peixoto-SP,N,210275,38756.9,38756.9,38756.9,2014,7,1,0,0,0,0,1,5,5,20146São Paulo-SP,20146Grêmio-RS,7,2,11,7,9,4,2,3,1.8333333333,1.1666666667,1.5,0.6666666667,0.3333333333,0.5,1,1,Vitoria,1
2,20147Sport-PE,20147Corinthians-SP,Péricles Bassols Pegado Cortez-RJ,S,N,N,Eduardo de Souza Couto-RJ_e_Michael Corrêia-RJ,Recife,Sport-PE,Corinthians-SP,PE,SP,0,25/05,Ilha do Retiro,16h00,19,2,5,25217,82.2,,20718,1,4,Sebastião Rufino Ribeiro Filho-PE,N,421980,304385.84,304385.84,304385.84,2014,7,0,0,1,1,0,0,13,4,20146Sport-PE,20146Corinthians-SP,10,7,6,5,6,3,0,2,1,0.8333333333,1,0.5,0,0.3333333333,5,1,derrota,-1
3,20147Santos-SP,20147Flamengo-RJ,Jaílson Macedo Freitas-BA,N,S,N,Alessandro Álvaro Rocha Mattos-BA_e_Adson Márcio Lopes Leal-BA,São Paulo,Santos-SP,Flamengo-RJ,SP,RJ,0,25/05,Morumbi,16h00,17,10,5,16153,44.5,,7182,0,0,Márcio Henrique de Gois-SP,N,125165,-53470.78,-53470.78,-53470.78,2014,7,0,1,0,0,1,0,11,18,20146Santos-SP,20146Flamengo-RJ,12,17,6,5,5,9,1,-4,1,0.8333333333,0.8333333333,1.5,0.1666666667,-0.6666666667,0,1,empate,0
4,20147Atlético Paranaense-PR,20147Coritiba-PR,Edivaldo Elias da Silva-PR,N,S,N,Bruno Boschilla-PR_e_Rafael Trombeta-PR,Maringá,Atlético Paranaense-PR,Coritiba-PR,PR,PR,1,25/05,Willie Davids,16h00,25,7,5,1063,100,,1063,2,0,Leandro Júnior Hermes-PR,N,39202,-35771.2,-35771.2,-35771.2,2014,7,1,0,0,0,0,1,10,19,20146Atlético Paranaense-PR,20146Coritiba-PR,13,18,8,5,9,7,-1,-2,1.3333333333,0.8333333333,1.5,1.1666666667,-0.1666666667,-0.3333333333,2,1,Vitoria,1
5,20147Figueirense-SC,20147Goiás-GO,Nielson Nogueira Dias-PE,N,N,N,Fabiano da Silva Ramires-ES_e_Ricardo Chianca-PE,Florianópolis,Figueirense-SC,Goiás-GO,SC,GO,0,25/05,Orlando Scarpelli,16h00,9,32,5,4729,100,,4729,0,1,Edmundo Alves do Nascimento-SC,N,58940,30112.71,30112.71,30112.71,2014,7,0,0,1,1,0,0,20,3,20146Figueirense-SC,20146Goiás-GO,20,6,1,6,9,4,-8,2,0.1666666667,1,1.5,0.6666666667,-1.3333333333,0.3333333333,1,1,derrota,-1
6,20147Botafogo-RJ,20147Vitória-BA,Dewson Fernando Freitas da Silva-PA,N,S,N,Márcio Eustáquio Santiago-MG_e_Márcio Gleidson Correia Dias-PA,Macaé,Botafogo-RJ,Vitória-BA,RJ,BA,0,25/05,Cláudio Moacyr,18h30,6,40,5,7936,30.1,,2389,1,1,Leandro Newley Ferreira Belota-RJ,N,34180,-68088.35,-68088.35,-68088.35,2014,7,0,1,0,0,1,0,15,14,20146Botafogo-RJ,20146Vitória-BA,14,14,9,7,10,9,-1,-2,1.5,1.1666666667,1.6666666667,1.5,-0.1666666667,-0.3333333333,2,1,empate,0
7,20147Atlético Mineiro-MG,20147Criciúma-SC,Wagner do Nascimento Magalhães-RJ,N,N,N,Luiz Antônio Muniz de Oliveira-RJ_e_Wagner de Almeida Santos-RJ,Ipatinga,Atlético Mineiro-MG,Criciúma-SC,MG,SC,0,25/05,João Lamego Neto (Ipatingão),18h30,4,31,5,15668,100,,15668,0,0,Marcos Vinícius de Sá dos Santos-MG,N,295430,205320.53,205320.53,205320.53,2014,7,0,1,0,0,1,0,8,16,20146Atlético Mineiro-MG,20146Criciúma-SC,9,16,8,3,7,9,1,-6,1.3333333333,0.5,1.1666666667,1.5,0.1666666667,-1,0,1,empate,0
8,20147Internacional-RS,20147Cruzeiro-MG,Paulo Henrique Godoy Bezerra-SC,N,S,N,Kléber Lúcio Gil-SC_e_Carlos Berkenbrock-SC,Caxias do Sul,Internacional-RS,Cruzeiro-MG,RS,MG,0,25/05,Centenário,18h30,13,8,5,7541,100,,7541,1,3,Roger Goulart-RS,N,213860,116318.07,116318.07,116318.07,2014,7,0,0,1,1,0,0,7,1,20146Internacional-RS,20146Cruzeiro-MG,4,1,8,12,5,8,3,4,1.3333333333,2,0.8333333333,1.3333333333,0.5,0.6666666667,4,1,derrota,-1
9,20147Chapecoense-SC,20147Palmeiras-SP,Emerson de Almeida Ferreira-MG,N,N,N,Guilherme Dias Camilo-MG_e_Celso Luiz da Silva-MG,Chapecó,Chapecoense-SC,Palmeiras-SP,SC,SP,0,25/05,Arena Condá,18h30,44,1,5,6275,100,,6275,2,0,Evandro Bender-SC,N,88980,51310.38,51310.38,51310.38,2014,7,1,0,0,0,0,1,16,8,20146Chapecoense-SC,20146Palmeiras-SP,19,4,3,8,7,6,-4,2,0.5,1.3333333333,1.1666666667,1,-0.6666666667,0.3333333333,2,1,Vitoria,1
0,20148Sport-PE,20148Grêmio-RS,Marcelo de Lima Henrique-RJ,S,N,N,Dibert Pedrosa Moisés-RJ_e_Luiz Cláudio Regazone-RJ,Recife,Sport-PE,Grêmio-RS,PE,RS,0,28/05,Ilha do Retiro,19h30,19,12,5,14069,49,,6893,0,0,Emerson Sobral-PE,N,117125,69862.13,69862.13,69862.13,2014,8,0,1,0,0,1,0,13,8,20147Sport-PE,20147Grêmio-RS,13,5,7,7,10,5,-3,2,1,1,1.4285714286,0.7142857143,-0.4285714286,0.2857142857,0,0,empate,0
1,20148Palmeiras-SP,20148Botafogo-RJ,Heber Roberto Lopes-SC,S,S,N,Fábio Pereira-TO_e_Helton Nunes-SC,Presidente Prudente,Palmeiras-SP,Botafogo-RJ,SP,RJ,0,28/05,Prudentão,19h30,1,6,5,14309,39.7,,5681,0,2,Rodrigo Guarizo Ferreira do Amaral-SP,N,173770,68591.56,68591.56,68591.56,2014,8,0,0,1,1,0,0,10,12,20147Palmeiras-SP,20147Botafogo-RJ,8,15,8,10,8,11,0,-1,1.1428571429,1.4285714286,1.1428571429,1.5714285714,0,-0.1428571429,2,0,derrota,-1
2,20148Criciúma-SC,20148Coritiba-PR,Marcelo Aparecido Ribeiro de Souza-SP,N,N,N,Vicente Romano Neto-SP_e_Bruno Salgado Rizo-SP,Criciúma,Criciúma-SC,Coritiba-PR,SC,PR,0,28/05,Heriberto Hulse,19h30,31,7,5,8415,100,,8415,1,0,Jefferson Schmidt-SC,N,94660,59742.78,59742.78,59742.78,2014,8,1,0,0,0,0,1,15,19,20147Criciúma-SC,20147Coritiba-PR,16,19,3,5,9,9,-6,-4,0.4285714286,0.7142857143,1.2857142857,1.2857142857,-0.8571428571,-0.5714285714,1,0,Vitoria,1
3,20148Internacional-RS,20148Chapecoense-SC,Felipe Gomes da Silva-RJ,N,N,N,Ivan Carlos Bohn-PR_e_Luciano Roggenbaum-PR,Caxias do Sul,Internacional-RS,Chapecoense-SC,RS,SC,0,28/05,Centenário,21h00,13,44,5,2824,100,,2824,2,0,Francisco de Paula dos Santos Silva Neto-RS,N,57560,-7805.66,-7805.66,-7805.66,2014,8,1,0,0,0,0,1,4,18,20147Internacional-RS,20147Chapecoense-SC,7,16,9,5,8,7,1,-2,1.2857142857,0.7142857143,1.1428571429,1,0.1428571429,-0.2857142857,2,0,Vitoria,1
4,20148Goiás-GO,20148Vitória-BA,Jean Pierre Gonçalves Lima-RS,N,N,N,Alexandre Pruinelli Kleiniche-RS_e_Lúcio Beiersdorf Flor-RS,Goiânia,Goiás-GO,Vitória-BA,GO,BA,0,28/05,Serra Dourada,21h00,32,40,5,8176,52.2,,4267,0,0,Eduardo Tomaz de Aquino Valadão-GO,N,68435,28438.06,28438.06,28438.06,2014,8,0,1,0,0,1,0,4,15,20147Goiás-GO,20147Vitória-BA,3,14,7,8,4,10,3,-2,1,1.1428571429,0.5714285714,1.4285714286,0.4285714286,-0.2857142857,0,0,empate,0
5,20148Corinthians-SP,20148Cruzeiro-MG,Dewson Fernando Freitas da Silva-PA,N,N,N,Rafael da Silva Alves-RS_e_José Eduardo Calza-RS,São Paulo,Corinthians-SP,Cruzeiro-MG,SP,MG,0,28/05,Canindé,22h00,2,8,5,17714,99.9,,17696,1,0,Flávio Rodrigues Guerra-SP,N,546413,268790.4,268790.4,268790.4,2014,8,1,0,0,0,0,1,2,2,20147Corinthians-SP,20147Cruzeiro-MG,4,1,9,15,4,9,5,6,1.2857142857,2.1428571429,0.5714285714,1.2857142857,0.7142857143,0.8571428571,1,0,Vitoria,1
6,20148Atlético Paranaense-PR,20148São Paulo-SP,Anderson Daronco-RS,N,N,N,Marcelo Bertanha Barison-RS_e_José Antônio Chaves Franco Filho-RS,Uberlândia,Atlético Paranaense-PR,São Paulo-SP,PR,SP,0,28/05,Parque do Sabiá,22h00,25,18,5,14100,20,,2817,2,2,Renato Cardoso Conceição-MG,N,124660,26587.68,26587.68,26587.68,2014,8,0,1,0,0,1,0,11,7,20147Atlético Paranaense-PR,20147São Paulo-SP,10,5,10,12,9,9,1,3,1.4285714286,1.7142857143,1.2857142857,1.2857142857,0.1428571429,0.4285714286,4,0,empate,0
7,20148Atlético Mineiro-MG,20148Fluminense-RJ,Raphael Claus-SP,N,N,N,Carlos Augusto Nogueira Júnior-SP_e_Danilo Ricardo Simon Manis-SP,Ipatinga,Atlético Mineiro-MG,Fluminense-RJ,MG,RJ,0,28/05,João Lamego Neto (Ipatingão),22h00,4,11,5,15447,100,,15447,2,0,Igor Junio Benevenuto-MG,N,292100,201448.98,201448.98,201448.98,2014,8,1,0,0,0,0,1,6,1,20147Atlético Mineiro-MG,20147Fluminense-RJ,8,1,8,13,7,5,1,8,1.1428571429,1.8571428571,1,0.7142857143,0.1428571429,1.1428571429,2,0,Vitoria,1
8,20148Flamengo-RJ,20148Figueirense-SC,Thiago Duarte Peixoto-SP,N,N,N,Daniel Paulo Ziolli-SP_e_Anderson José de Moraes Coelho-SP,São Paulo,Flamengo-RJ,Figueirense-SC,RJ,SC,0,29/05,Morumbi,19h30,10,9,5,11336,40.4,,4577,1,1,Flávio Rodrigues Guerra-SP,N,157555,-102554.33,-102554.33,-102554.33,2014,8,0,1,0,0,1,0,17,20,20147Flamengo-RJ,20147Figueirense-SC,18,20,5,1,9,10,-4,-9,0.7142857143,0.1428571429,1.2857142857,1.4285714286,-0.5714285714,-1.2857142857,2,0,empate,0
9,20148Bahia-BA,20148Santos-SP,Wagner Reway-MT,N,N,N,Paulo César Silva Faria-MT_e_Fábio Rodrigo Rubinho-MT,Feira de Santana,Bahia-BA,Santos-SP,BA,SP,0,29/05,Joia da Princesa,21h00,5,17,5,16234,99.1,,16089,0,2,Johnn Herbert Alves Bispo-BA,N,389405,214547.46,214547.46,214547.46,2014,8,0,0,1,1,0,0,14,9,20147Bahia-BA,20147Santos-SP,12,11,6,6,6,5,0,1,0.8571428571,0.8571428571,0.8571428571,0.7142857143,0,0.1428571429,2,0,derrota,-1
0,20149São Paulo-SP,20149Atlético Mineiro-MG,Péricles Bassols Pegado Cortez-RJ,S,N,N,Dibert Pedrosa Moisés-RJ_e_Wagner de Almeida Santos-RJ,São Paulo,São Paulo-SP,Atlético Mineiro-MG,SP,MG,0,31/05,Morumbi,18h30,18,4,5,30380,90.6,,27530,2,1,Antônio Rogério Batista do Prado-SP,N,363927,219591.15,219591.15,219591.15,2014,9,1,0,0,0,0,1,3,8,20148São Paulo-SP,20148Atlético Mineiro-MG,7,6,14,10,11,7,3,3,1.75,1.25,1.375,0.875,0.375,0.375,3,1,Vitoria,1
1,20149Coritiba-PR,20149Goiás-GO,Pablo dos Santos Alves-ES,N,N,N,Guilherme Dias Camilo-MG_e_Vanderson Zanotti-ES,Curitiba,Coritiba-PR,Goiás-GO,PR,GO,0,31/05,Durival Britto e Silva,21h00,7,32,5,3127,100,,3127,3,0,Adriano Milczvski-PR,N,38950,-107323.16,-107323.16,-107323.16,2014,9,1,0,0,0,0,1,14,8,20148Coritiba-PR,20148Goiás-GO,19,4,5,7,10,4,-5,3,0.625,0.875,1.25,0.5,-0.625,0.375,3,1,Vitoria,1
2,20149Vitória-BA,20149Sport-PE,Paulo Henrique Godoy Bezerra-SC,N,S,N,Kléber Lúcio Gil-SC_e_Carlos Berkenbrock-SC,Feira de Santana,Vitória-BA,Sport-PE,BA,PE,0,31/05,Joia da Princesa,21h00,40,19,5,5574,56.5,,3152,0,1,Lúcio José Silva de Araújo-BA,N,23235,-30713.11,-30713.11,-30713.11,2014,9,0,0,1,1,0,0,18,11,20148Vitória-BA,20148Sport-PE,15,13,8,7,10,10,-2,-3,1,0.875,1.25,1.25,-0.25,-0.375,1,1,derrota,-1
3,20149Cruzeiro-MG,20149Flamengo-RJ,Luiz Flávio de Oliveira-SP,N,N,N,Márcio Luiz Augusto-SP_e_Rogério Pablos Zanardo-SP,Uberlândia,Cruzeiro-MG,Flamengo-RJ,MG,RJ,0,01/06,Parque do Sabiá,16h00,8,10,5,38250,26.9,,10283,3,0,Emerson de Almeida Ferreira-MG,N,323060,242505.48,242505.48,242505.48,2014,9,1,0,0,0,0,1,1,19,20148Cruzeiro-MG,20148Flamengo-RJ,2,17,15,6,10,10,5,-4,1.875,0.75,1.25,1.25,0.625,-0.5,3,1,Vitoria,1
4,20149Grêmio-RS,20149Palmeiras-SP,Jaílson Macedo Freitas-BA,N,S,N,Alessandro Álvaro Rocha Mattos-BA_e_Adson Márcio Lopes Leal-BA,Caxias do Sul,Grêmio-RS,Palmeiras-SP,RS,SP,0,01/06,Alfredo Jaconi,16h00,12,1,5,22000,68.8,,15136,0,0,Jean Pierre Gonçalves Lima-RS,N,391145,247603.38,247603.38,247603.38,2014,9,0,1,0,0,1,0,6,13,20148Grêmio-RS,20148Palmeiras-SP,8,10,7,8,5,10,2,-2,0.875,1,0.625,1.25,0.25,-0.25,0,1,empate,0
5,20149Chapecoense-SC,20149Bahia-BA,Igor Junio Benevenuto-MG,N,S,S,Márcio Eustáquio Santiago-MG_e_Janette Mara Arcanjo-MG,Chapecó,Chapecoense-SC,Bahia-BA,SC,BA,0,01/06,Arena Condá,16h00,44,5,5,7817,100,,7817,2,1,Bráulio da Silva Machado-SC,N,83010,44468.28,44468.28,44468.28,2014,9,1,0,0,0,0,1,15,15,20148Chapecoense-SC,20148Bahia-BA,18,14,5,6,9,8,-4,-2,0.625,0.75,1.125,1,-0.5,-0.25,3,1,Vitoria,1
6,20149Fluminense-RJ,20149Internacional-RS,Wilton Pereira Sampaio-GO,S,S,N,Fabrício Vilarinho da Silva-GO_e_Cristhian Passos Sorence-GO,Macaé,Fluminense-RJ,Internacional-RS,RJ,RS,0,01/06,Cláudio Moacyr,18h30,11,13,5,9397,60.6,,5690,1,1,Bruno Arleu de Araújo-RJ,N,77900,-27125.68,-27125.68,-27125.68,2014,9,0,1,0,0,1,0,2,5,20148Fluminense-RJ,20148Internacional-RS,1,4,13,11,7,8,6,3,1.625,1.375,0.875,1,0.75,0.375,2,1,empate,0
7,20149Santos-SP,20149Criciúma-SC,Paulo Henrique Schleich Vollkoph-MS,N,S,N,Bruno Boschilla-PR_e_Leandro dos Santos Ruberdo-MS,São Bernardo do Campo,Santos-SP,Criciúma-SC,SP,SC,0,01/06,Primeiro de Maio,18h30,17,31,5,11277,45.5,,5136,2,0,Flávio Rodrigues Guerra-SP,N,74100,-17784.89,-17784.89,-17784.89,2014,9,1,0,0,0,0,1,7,17,20148Santos-SP,20148Criciúma-SC,9,15,8,4,5,9,3,-5,1,0.5,0.625,1.125,0.375,-0.625,2,1,Vitoria,1
8,20149Figueirense-SC,20149Atlético Paranaense-PR,Raphael Claus-SP,N,N,N,Herman Brumel Vani-SP_e_Vicente Romano Neto-SP,Florianópolis,Figueirense-SC,Atlético Paranaense-PR,SC,PR,0,01/06,Orlando Scarpelli,18h30,9,25,5,4608,100,,4608,1,3,Carlos Eduardo Vieira Areas-SC,N,59250,29419.43,29419.43,29419.43,2014,9,0,0,1,1,0,0,20,10,20148Figueirense-SC,20148Atlético Paranaense-PR,20,11,2,12,11,11,-9,1,0.25,1.5,1.375,1.375,-1.125,0.125,4,1,derrota,-1
9,20149Botafogo-RJ,20149Corinthians-SP,André Luiz de Freitas Castro-GO,N,N,N,Cristhian Passos Sorence-GO_e_Bruno Pires-GO,Manaus,Botafogo-RJ,Corinthians-SP,RJ,SP,0,11/10,Arena da Amazônia,18h30,6,2,5,19989,100,,19989,1,0,João Batista Cunha de Brito-AM,N,1497730,849780,849780,849780,2014,9,1,0,0,0,0,1,12,3,20148Botafogo-RJ,20148Corinthians-SP,12,2,12,10,11,4,1,6,1.5,1.25,1.375,0.5,0.125,0.75,1,1,Vitoria,1
0,201410Sport-PE,201410Botafogo-RJ,Francisco Carlos Nascimento-AL,S,N,N,Esdras Mariano de Lima-AL_e_Carlos Jorge Titara da Rocha-AL,Recife,Sport-PE,Botafogo-RJ,PE,RJ,0,16/07,Ilha do Retiro,19h30,19,6,5,21805,85,,18532,1,0,Emerson Sobral-PE,N,359200,260074.74,260074.74,260074.74,2014,10,1,0,0,0,0,1,9,12,20149Sport-PE,20149Botafogo-RJ,11,12,8,13,10,11,-2,2,0.8888888889,1.4444444444,1.1111111111,1.2222222222,-0.2222222222,0.2222222222,1,0,Vitoria,1
1,201410Coritiba-PR,201410Figueirense-SC,Charles Hebert Cavalcante Ferreira-AL,N,N,N,Pedro Jorge Santos de Araújo-AL_e_Otávio Correia de Araújo Neto-AL,Curitiba,Coritiba-PR,Figueirense-SC,PR,SC,0,16/07,Couto Pereira,19h30,7,9,5,10383,100,,10383,0,2,Adriano Milczvski-PR,N,151837,-56765.02,-56765.02,-56765.02,2014,10,0,0,1,1,0,0,16,19,20149Coritiba-PR,20149Figueirense-SC,14,20,8,3,10,14,-2,-11,0.8888888889,0.3333333333,1.1111111111,1.5555555556,-0.2222222222,-1.2222222222,2,0,derrota,-1
2,201410Grêmio-RS,201410Goiás-GO,Luiz Flávio de Oliveira-SP,N,N,N,Vicente Romano Neto-SP_e_Herman Brumel Vani-SP,Porto Alegre,Grêmio-RS,Goiás-GO,RS,GO,0,16/07,Arena do Grêmio,19h30,12,32,5,24449,100,,24449,0,0,Luís Teixeira Rocha-RS,N,813641.5,660853.59,660853.59,660853.59,2014,10,0,1,0,0,1,0,7,10,20149Grêmio-RS,20149Goiás-GO,6,8,7,7,5,7,2,0,0.7777777778,0.7777777778,0.5555555556,0.7777777778,0.2222222222,0,0,0,empate,0
3,201410Flamengo-RJ,201410Atlético Paranaense-PR,Paulo Henrique Godoy Bezerra-SC,N,N,S,Carlos Berkenbrock-SC_e_Nadine Schramm Camara Bastos-SC,Macaé,Flamengo-RJ,Atlético Paranaense-PR,RJ,PR,0,16/07,Cláudio Moacyr,22h00,10,25,5,11355,53.1,,6034,1,2,Eduardo Cordeiro Guimarães-RJ,N,153895,32305.4,32305.4,32305.4,2014,10,0,0,1,1,0,0,19,6,20149Flamengo-RJ,20149Atlético Paranaense-PR,19,10,6,15,13,12,-7,3,0.6666666667,1.6666666667,1.4444444444,1.3333333333,-0.7777777778,0.3333333333,3,0,derrota,-1
4,201410Bahia-BA,201410São Paulo-SP,Dewson Fernando Freitas da Silva-PA,N,N,N,Luís Diego Nascimento Lopes-PA_e_Heronildo Sebastião Freitas da Silva-PA,Salvador,Bahia-BA,São Paulo-SP,BA,SP,0,16/07,Arena Fonte Nova,22h00,5,18,5,17482,100,,17482,0,2,Lúcio José Silva de Araújo-BA,N,567697,260724.78,260724.78,260724.78,2014,10,0,0,1,1,0,0,16,2,20149Bahia-BA,20149São Paulo-SP,15,3,7,16,10,12,-3,4,0.7777777778,1.7777777778,1.1111111111,1.3333333333,-0.3333333333,0.4444444444,2,0,derrota,-1
5,201410Criciúma-SC,201410Fluminense-RJ,Rodrigo Batista Raposo-DF,N,N,N,Marrubson Melo Freitas-DF_e_José Reinaldo-DF,Criciúma,Criciúma-SC,Fluminense-RJ,SC,RJ,0,16/07,Heriberto Hulse,22h00,31,11,5,8829,100,,8829,3,2,Ronan Marques da Rosa-SC,N,129790,90948.28,90948.28,90948.28,2014,10,1,0,0,0,0,1,15,5,20149Criciúma-SC,20149Fluminense-RJ,17,2,4,14,11,8,-7,6,0.4444444444,1.5555555556,1.2222222222,0.8888888889,-0.7777777778,0.6666666667,5,0,Vitoria,1
6,201410Corinthians-SP,201410Internacional-RS,Wagner Reway-MT,N,N,N,Paulo César Silva Faria-MT_e_Lincoln Ribeiro Taques-MT,São Paulo,Corinthians-SP,Internacional-RS,SP,RS,0,17/07,Arena Corinthians,19h30,2,13,5,32644,100,,32644,2,1,Thiago Duarte Peixoto-SP,N,2556385.5,1853986.03,1853986.03,1853986.03,2014,10,1,0,0,0,0,1,3,7,20149Corinthians-SP,20149Internacional-RS,3,5,10,12,5,9,5,3,1.1111111111,1.3333333333,0.5555555556,1,0.5555555556,0.3333333333,3,0,Vitoria,1
7,201410Santos-SP,201410Palmeiras-SP,Raphael Claus-SP,N,N,N,Rogério Pablos Zanardo-SP_e_Márcio Luiz Augusto-SP,Santos,Santos-SP,Palmeiras-SP,SP,SP,1,17/07,Vila Belmiro,19h30,17,1,5,11824,99.6,,11774,2,0,Marcelo Aparecido Ribeiro de Souza-SP,N,205310,40366.29,40366.29,40366.29,2014,10,1,0,0,0,0,1,4,13,20149Santos-SP,20149Palmeiras-SP,7,13,10,8,5,10,5,-2,1.1111111111,0.8888888889,0.5555555556,1.1111111111,0.5555555556,-0.2222222222,2,0,Vitoria,1
8,201410Cruzeiro-MG,201410Vitória-BA,Péricles Bassols Pegado Cortez-RJ,S,N,N,Rodrigo F. Henrique Correa-RJ_e_Eduardo de Souza Couto-RJ,Belo Horizonte,Cruzeiro-MG,Vitória-BA,MG,BA,0,17/07,Mineirão,21h00,8,40,5,24161,100,,24156,3,1,Emerson de Almeida Ferreira-MG,N,970604,-139328.25,-139328.25,-139328.25,2014,10,1,0,0,0,0,1,1,18,20149Cruzeiro-MG,20149Vitória-BA,1,18,18,8,10,11,8,-3,2,0.8888888889,1.1111111111,1.2222222222,0.8888888889,-0.3333333333,4,0,Vitoria,1
9,201410Chapecoense-SC,201410Atlético Mineiro-MG,Wilton Pereira Sampaio-GO,S,S,N,Fabrício Vilarinho da Silva-GO_e_Bruno Pires-GO,Chapecó,Chapecoense-SC,Atlético Mineiro-MG,SC,MG,0,06/08,Arena Condá,21h00,44,4,5,9426,100,,9426,1,1,Evandro Bender-SC,N,119530,75741.73,75741.73,75741.73,2014,10,0,1,0,0,1,0,14,10,20149Chapecoense-SC,20149Atlético Mineiro-MG,15,8,7,11,10,9,-3,2,0.7777777778,1.2222222222,1.1111111111,1,-0.3333333333,0.2222222222,2,0,empate,0
0,201411São Paulo-SP,201411Chapecoense-SC,Felipe Gomes da Silva-PR,N,S,N,Bruno Boschilla-PR_e_Ivan Carlos Bohn-PR,São Paulo,São Paulo-SP,Chapecoense-SC,SP,SC,0,19/07,Morumbi,18h30,18,44,5,45414,94.6,,42979,0,1,Thiago Duarte Peixoto-SP,N,997855,731860.15,731860.15,731860.15,2014,11,0,0,1,1,0,0,6,13,201410São Paulo-SP,201410Chapecoense-SC,2,14,18,8,12,11,6,-3,1.8,0.8,1.2,1.1,0.6,-0.3,1,1,derrota,-1
1,201411Atlético Mineiro-MG,201411Bahia-BA,Vinícius Furlan-SP,N,N,N,Carlos Augusto Nogueira Júnior-SP_e_Vicente Romano Neto-SP,Belo Horizonte,Atlético Mineiro-MG,Bahia-BA,MG,BA,0,19/07,Independência,18h30,4,5,5,11309,66.8,,7558,1,1,Emerson de Almeida Ferreira-MG,N,218545,62133.75,62133.75,62133.75,2014,11,0,1,0,0,1,0,9,15,201410Atlético Mineiro-MG,201410Bahia-BA,10,16,12,7,10,12,2,-5,1.2,0.7,1,1.2,0.2,-0.5,2,1,empate,0
2,201411Figueirense-SC,201411Grêmio-RS,Marcelo de Lima Henrique-RJ,S,N,N,Luiz Cláudio Regazone-RJ_e_Gilberto Stina Pereira-RJ,Florianópolis,Figueirense-SC,Grêmio-RS,SC,RS,0,19/07,Orlando Scarpelli,18h30,9,12,5,6461,100,,6461,0,1,Célio Amorim-SC,N,191310,146347.58,146347.58,146347.58,2014,11,0,0,1,1,0,0,19,7,201410Figueirense-SC,201410Grêmio-RS,19,7,5,7,14,5,-9,2,0.5,0.7,1.4,0.5,-0.9,0.2,1,1,derrota,-1
