unidade,pib2010,capita2010,pib2011,capita2011,pib2012,capita2012,pib2013,capita2013
Assunção do Piauí,22666,3020.99,26909,3565.47,28525,3758.23,33989,4445.91
Avelino Lopes,36310,3280.94,41443,3712.24,43142,3832.15,50025,4410.99
Baixa Grande do Ribeiro,147955,14069.5,271123,25274.85,362826,33195.45,297922,27049.35
Barra D'Alcântara,15109,3922.46,17201,4462.12,18886,4895.3,21447,5519.05
Barras,170497,3801.49,204372,4526.11,218211,4801.33,255566,5581.75
Barreiras do Piauí,24940,7711.76,25668,7909.99,23182,7121.89,17325,5285.1
Barro Duro,30034,4544.43,35520,5386.72,40714,6187.53,44256,6678.12
Batalha,89709,3478.99,102029,3939.18,111004,4265.6,127824,4875.98
Bela Vista do Piauí,14413,3814.94,18852,4938.94,18992,4927.78,21388,5509.48
Belém do Piauí,10782,3283.29,13025,3903.32,14247,4205.13,16832,4931.75
Beneditinos,32131,3241.96,36680,3694.92,40600,4083.24,43929,4386.76
Bertolínia,27270,5126.98,33264,6235.02,34093,6372.61,35637,6612.83
Betânia do Piauí,21545,3581.94,26227,4350.17,26870,4447.16,28782,4729.26
Boa Hora,18947,3007.96,21672,3395.29,24261,3751.56,32557,4996.41
Bocaina,17473,4020.4,20397,4654.71,21914,4987.18,23856,5391.26
Bom Jesus,203093,8973.73,293284,12672.14,385845,16320.32,333050,13978.42
Bom Princípio do Piauí,19482,3673.07,24079,4494.77,25199,4660.38,28638,5257.6
Bonfim do Piauí,17267,3201.78,20483,3770.06,21754,3976.24,24867,4511.36
Boqueirão do Piauí,18943,3058.81,21072,3375.77,23476,3733.48,29534,4662
Brasileira,23953,3008.84,28389,3542.84,29303,3636.92,35615,4388.23
Brejo do Piauí,14530,3772.13,16817,4441.88,19043,5113.61,22350,5961.7
Buriti dos Lopes,88193,4623.73,91909,4800.94,96141,5004.24,112719,5824.65
Buriti dos Montes,25983,3257.19,28566,3558.78,31209,3862.97,34314,4216.55
Cabeceiras do Piauí,31088,3131.65,35252,3511.84,36973,3644.86,41530,4063.63
Cajazeiras do Piauí,11400,3410.08,13747,4068.41,14007,4104,16868,4906.48
Cajueiro da Praia,32846,4585.55,37634,5195.97,43611,5956.95,53855,7302.4
Caldeirão Grande do Piauí,19702,3476.05,22129,3891.82,24378,4276.84,24537,4273.3
Campinas do Piauí,20347,3763.84,25078,4619.34,24603,4515.06,28024,5105.45
Campo Alegre do Fidalgo,15747,3353.33,18306,3849.83,19687,4088.68,23306,4804.39
Campo Grande do Piauí,20577,3679.65,26743,4734.16,25855,4532.86,31001,5395.15
Campo Largo do Piauí,20753,3050.64,23030,3344.96,25725,3694.06,29554,4212.38
Campo Maior,265927,5885.95,296139,6531.8,326915,7186.06,369198,8056.35
Canavieira,15333,3909.43,18606,4762.31,18566,4770.34,22483,5735.59
Canto do Buriti,98122,4897.54,114867,5686.21,123199,6046.58,137066,6677.01
Capitão de Campos,33922,3096.18,38670,3507.78,42430,3825.24,50552,4524.47
Capitão Gervásio Oliveira,15106,3897.33,17182,4390.88,18376,4656.81,21423,5389.47
Caracol,34425,3371.04,40914,3959.93,42682,4085.15,53250,5058.45
Caraúbas do Piauí,20641,3737.89,24143,4326.77,26281,4664.78,31287,5512.19
Caridade do Piauí,16654,3451.57,20101,4126.63,22734,4625.35,24039,4855.31
Castelo do Piauí,81913,4466.87,88982,4852.84,98273,5359.58,111273,6024.85
Caxingó,21933,4352.63,24826,4860.21,26726,5165.51,30107,5775.3
Cocal,87505,3359.91,99122,3681.68,110589,4085.77,132309,4851.09
Cocal de Telha,17140,3787.83,19383,4262.91,21218,4645.99,26296,5715.18
Cocal dos Alves,18876,3387.68,22388,3994.27,24438,4336.83,26642,4693.01
Coivaras,13633,3577.4,15649,4073.2,18142,4685.53,20806,5333.42
Colônia do Gurguéia,25700,4258.55,29384,4805.22,32374,5229.22,34684,5560.18
Colônia do Piauí,26695,3591.35,29558,3969.07,31223,4184.89,36612,4871.81
Conceição do Canindé,15445,3444.54,19266,4294.66,22879,5088.64,25236,5573.26
Coronel José Dias,16737,3685.77,18479,4060.35,16645,3649.48,23120,5032.63
Corrente,160982,6335.89,178222,6968.62,178982,6954.29,203086,7832.98
Cristalândia do Piauí,26881,3432.66,31098,3934.44,32583,4086.67,39293,4891.39
Cristino Castro,40346,4042.32,47388,4721.79,52268,5180.66,65680,6462.07
Curimatá,43632,4053.11,59219,5454.48,79361,7248.91,70419,6384.28
Currais,34789,7395.6,65482,13811.81,82572,17289.01,60577,12591.34
Curral Novo do Piauí,14613,3000.53,18089,3668.33,19015,3810.72,22485,4472.82
Curralinhos,11805,2822.79,14081,3332.78,14468,3392.16,17144,3989.74
Demerval Lobão,40579,3057,51035,3826.03,68310,5098.49,84981,6296.77
Dirceu Arcoverde,22376,3351.16,25479,3790.41,28001,4137.95,29146,4274.85
Dom Expedito Lopes,33753,5124.25,39918,6032.62,42446,6371.41,42306,6303.07
Dom Inocêncio,27123,2933.47,30862,3328.92,31576,3396.77,37077,3959.54
Domingos Mourão,14756,3460.51,16942,3974.28,17069,4005.89,20299,4729.48
Elesbão Veloso,59231,4085.16,66139,4576.43,72952,5068.24,82851,5715.44
Eliseu Martins,20660,4426.8,23774,5056.17,24638,5200.07,29078,6092.1
Esperantina,159575,4225.48,179730,4723.65,203726,5316.16,230481,5969.94
Fartura do Piauí,14917,2938.76,17533,3435.09,17335,3377.14,21326,4124.16
Flores do Piauí,17188,3935.09,18960,4342.57,20264,4641.31,22661,5154.91
Floresta do Piauí,9430,3799.38,11548,4641.37,11681,4687.55,14520,5782.63
Floriano,550363,9537.19,642454,11090.56,703371,12094.14,786093,13417.77
Francinópolis,18671,3569.97,24933,4763.75,24449,4672.12,24607,4669.22
Francisco Ayres,16095,3590.31,19198,4344.46,19421,4451.2,22928,5220.35
Francisco Macedo,10710,3720,12261,4197.7,12795,4321.23,13451,4507.84
Francisco Santos,32559,3777.6,39147,4485.71,37936,4283.15,42270,4736.67
Fronteiras,185991,16722.78,201098,17951.94,202617,17956.16,189135,16637.53
Geminiano,21960,4010.98,24901,4794.17,28797,5498.85,32095,6083.25
Gilbués,72902,7014.57,112649,10815,137938,13226.43,96071,9146.11
Guadalupe,177821,17317.98,190996,18601.13,209265,20380.29,129513,12522.98
Guaribas,14377,3266.72,18007,4076.79,17785,4012.9,21802,4884.01
Hugo Napoleão,14289,3789.27,16567,4386.29,16383,4331.86,19576,5139.45
Ilha Grande,35449,3976.83,38753,4309.29,42765,4715.47,50988,5581.01
Inhuma,53449,3594.87,65527,4404.28,68709,4608.58,81804,5447.44
Ipiranga do Piauí,34538,3703.44,40671,4328.11,43416,4587.99,48033,5038.04
Isaías Coelho,26560,3231.95,32397,3919.74,33848,4074.64,37850,4523.18
Itainópolis,40969,3691.21,47931,4292.95,47349,4220.4,55415,4903.14
Itaueira,51695,4841.69,51599,4820.56,59939,5587.13,66634,6166.35
Jacobina do Piauí,23306,4075.17,27324,4797.05,28568,5038.41,30685,5373.88
Jaicós,71382,3963.89,89668,4926.26,92760,5051.2,114275,6176.71
Jardim do Mulato,14829,3441.45,17541,4047.39,17709,4063.67,19655,4478.16
Jatobá do Piauí,21890,4720.69,23646,5049.36,25346,5383.61,27448,5787.1
Jerumenha,19865,4532.22,21452,4896.71,29043,6642.92,29479,6695.15
João Costa,13463,4548.34,15130,5118.41,15312,5188.8,14952,5032.66
Joaquim Pires,42203,3053.31,49448,3564.1,52707,3783.96,60976,4345.5
Joca Marques,16008,3138.86,18993,3682.16,20186,3871.43,22836,4347.3
José de Freitas,166209,4480.62,189365,5061.88,202199,5359.95,236566,6224.6
Juazeiro do Piauí,22221,4671.32,24029,5032.2,24509,5113.5,26405,5469.21
Júlio Borges,19222,3574.81,22774,4212.01,23533,4326.69,26945,4917.86
Jurema,17247,3818.35,21112,4635.83,21899,4773.13,23423,5066.72
Lagoa Alegre,25872,3230.73,29973,3701.76,32300,3946.7,38915,4719.77
Lagoa de São Francisco,21171,3296.57,23126,3573.77,26737,4102.73,29289,4460.78
Lagoa do Barro do Piauí,16259,3594.76,18816,4154.54,20423,4503.35,24946,5461.12
Lagoa do Piauí,55562,14383.23,56682,14563.71,40018,10208.57,34704,8790.35
Lagoa do Sítio,18175,3745.06,23508,4792.56,21792,4395.25,24065,4817.84
Lagoinha do Piauí,9439,3553.71,10760,4001.49,11858,4358.14,12487,4555.64
Landri Sales,31900,6040.5,39968,7605.8,46258,8846.49,43782,8314.05
Luís Correia,116639,4103.82,135094,4703.01,154289,5314.09,188375,6439.74
Luzilândia,111870,4527.11,116096,4686.19,115908,4669.2,137122,5483.8
Madeiro,26063,3334.53,27941,3538.2,29101,3649.47,35829,4459.72
Manoel Emídio,23631,4536.5,31998,6132.33,27627,5289.4,30535,5805.13
Marcolândia,28674,3671.46,33762,4253.26,36289,4502.94,40240,4955.03
Marcos Parente,16939,3801.45,20084,4508.14,20686,4645.45,23796,5306.92
Massapê do Piauí,18508,2974.68,20746,3324.65,22004,3514.98,25890,4106.31
Matias Olímpio,34038,3246.32,36926,3506.42,41307,3902.02,51594,4838.15
Miguel Alves,108731,3367.11,121240,3733.1,134905,4130.84,152596,4638.17
Miguel Leão,7378,5888.29,8092,6499.25,8983,7267.96,9678,7780.1
Milton Brandão,20228,2987.93,24141,3571.62,26229,3885.82,30092,4427.23
Monsenhor Gil,65052,6293.15,71428,6911.3,65907,6375.85,67522,6485.66
Monsenhor Hipólito,26479,3582.62,33910,4557.77,31763,4243,35365,4689.74
Monte Alegre do Piauí,57864,5591.26,76277,7366.89,96262,9288.99,78273,7498.87
Morro Cabeça no Tempo,16097,3956.92,19950,4912.54,19635,4844.53,22080,5409.13
Morro do Chapéu do Piauí,21042,3237.66,24906,3810.02,26377,4012.29,30158,4554.18
Murici dos Portelas,28201,3331.83,31807,3702.33,35777,4105.65,42745,4867.92
Nazaré do Piauí,24082,3286.82,27602,3789.39,29457,4064.21,33431,4579.53
Nazária,28871,3591.39,33556,4117.85,36858,4480.07,43138,5204.25
Nossa Senhora de Nazaré,14899,3267.29,17322,3757.58,15389,3301.72,21417,4560.62
Nossa Senhora dos Remédios,29404,3579.68,34258,4135.88,38045,4553.07,41074,4878.67
Nova Santa Rita,14783,3526.36,17477,4150.24,18587,4391.08,25450,5968.55
Novo Oriente do Piauí,21588,3322.27,26148,4036.38,26366,4082.11,28251,4342.92
Novo Santo Antônio,12966,3977.16,15267,4633.25,15805,4747.66,16656,4966.1
Oeiras,191943,5384.7,222328,6212.38,229983,6400.68,255991,7072.55
Olho D'Água do Piauí,10646,4047.73,11889,4481.51,11906,4445.9,13047,4835.63
Padre Marcos,25977,3905.8,31849,4772.79,34171,5109.99,37306,5539.18
Paes Landim,16807,4140.75,20845,5141.81,21671,5352.17,23715,5816.78
Pajeú do Piauí,12577,3736.5,14121,4154.59,15749,4586.31,17505,5059.33
Palmeira do Piauí,29708,5949.98,48566,9756.06,57766,11641.63,38670,7738.56
Palmeirais,46172,3359.17,56836,4098.32,56572,4044.89,64838,4601.74
Paquetá,14055,3389.29,17308,4428.77,17600,4523.33,19538,4985.33
Parnaguá,41411,4034.15,49523,4785.73,52795,5068.17,58538,5578.28
Parnaíba,968471,6645.7,1092514,7445.44,1241183,8401.59,1376328,9247.53
Passagem Franca do Piauí,17151,3772.76,21487,4698.67,23023,5204.18,27384,6143.97
Patos do Piauí,20443,3348,25144,4093.83,26018,4211.39,30232,4858.15
Pau D'Arco do Piauí,11589,3084.6,13448,3530.48,15511,4020.59,18238,4690.78
Paulistana,166408,8411.68,158287,7967.32,127531,6393.47,119816,5963.07
Pavussu,13470,3674.32,16413,4501.66,16003,4409.89,17839,4880.82
Pedro II,139903,3730.75,160409,4266.65,176999,4695.94,188930,4976.03
Pedro Laurentino,10334,4287.77,11938,4918.67,13430,5492.77,14556,5909.7
Picos,685402,9335.74,786080,10485.68,881902,11683.76,1037572,13644.72
Pimenteiras,40769,3480.67,48586,4129.38,48159,4081.99,55758,4691.86
Pio IX,71869,4061.99,91252,5137.77,83894,4700.5,93981,5227.28
Piracuruca,116352,4223.61,132330,4765.91,146166,5225.64,177215,6288.9
Piripiri,323055,5224.04,359191,5796.86,404744,6518.88,449319,7184.28
Porto,36825,3095.31,41990,3499.43,46721,3862.17,57773,4740.12
Porto Alegre do Piauí,12158,4751.25,17381,6729.07,19446,7462.09,20614,7853.08
Prata do Piauí,11691,3789.68,12846,4166.66,13482,4365.81,15879,5107.5
Queimada Nova,30538,3565.39,36136,4193.62,38712,4460.37,44405,5078.89
Redenção do Gurguéia,31809,3785.44,38847,4598.4,43269,5094.09,48084,5619.87
Regeneração,66195,3766.22,79206,4509.83,92125,5243.63,100417,5674.56
Riacho Frio,16611,3919.5,19479,4599.62,21307,5038.31,24212,5684.85
Ribeira do Piauí,13337,3128.44,16312,3799.63,16088,3723.11,19001,4363.93
Ribeiro Gonçalves,81296,11883.71,134263,19368.63,189505,27014.27,187056,26465.22
Rio Grande do Piauí,23642,3677.4,24978,3978.61,27316,4348.3,32174,5085.15
Santa Cruz do Piauí,21197,3518.13,26571,4394.09,28673,4727.7,34234,5602.89
Santa Cruz dos Milagres,14789,3897.9,17814,4651.3,18097,4683.55,21226,5452.33
Santa Filomena,71467,11723.67,104146,17070.37,117301,19210.82,96921,15759.57
Santa Luz,19645,3563.38,25808,4633.34,26806,4766.28,30347,5355.91
Santa Rosa do Piauí,16921,3286.23,20202,3925.07,22367,4347.25,25245,4871.77
Santana do Piauí,16218,3296.39,18912,4232.7,18734,4173.24,20698,4577.17
Santo Antônio de Lisboa,27120,4514.06,34042,5605.46,33260,5420.47,38600,6243.93
Santo Antônio dos Milagres,7225,3510.66,9510,4585.34,9103,4361.96,10361,4928.89
Santo Inácio do Piauí,12510,3424.6,15958,4355.24,15966,4339.8,18746,5058.4
São Braz do Piauí,13575,3147.4,17677,4089.01,16888,3898.36,20271,4646.19
São Félix do Piauí,10998,3583.71,12885,4233.06,13033,4455.74,16714,5675.53
São Francisco de Assis do Piauí,17536,3145.52,20244,3596.99,23911,4205.27,27590,4816.75
São Francisco do Piauí,21617,3430.79,27052,4297.99,28452,4523.32,35942,5673.54
São Gonçalo do Gurguéia,10861,3844.59,13042,4553.82,15502,5343.64,18390,6291.4
São Gonçalo do Piauí,16851,3544.53,20011,4175.09,20488,4240.94,22852,4696.19
São João da Canabrava,15451,3475.99,18922,4241.63,20034,4475.79,21314,4727.07
São João da Fronteira,20847,3717.46,23634,4172.67,25641,4484.31,28277,4909.21
São João da Serra,22497,3653.89,25301,4135.55,27294,4489.92,30758,5024.14
São João da Varjota,14914,3208.72,17901,3830.73,17415,3710.86,19765,4180.49
São João do Arraial,21913,2986.62,25471,3414.85,27776,3665.34,37019,4847.96
São João do Piauí,90669,4637.07,102961,5225.66,122262,6158.68,145455,7272.77
São José do Divino,20953,4075.71,25588,4950.34,28351,5463.74,32290,6177.62
São José do Peixe,16182,4373.42,18764,5083.72,20103,5459.79,21354,5760.48
São José do Piauí,24770,3748.5,31915,4848.16,29200,4441.7,35426,5350.55
São Julião,21433,3775.34,25228,4428.33,26049,4554.8,29162,5061.89
São Lourenço do Piauí,14278,3228.12,17041,3838.86,18146,4076.9,22118,4933.83
São Luis do Piauí,8568,3345.42,10348,4030.99,10877,4227.43,11877,4584.13
São Miguel da Baixa Grande,8907,4215.15,10329,4879.24,11247,4713.63,13253,5515.01
São Miguel do Fidalgo,11143,3744.2,13433,4515.23,13180,4431.63,15142,5055.62
São Miguel do Tapuio,58617,3229.76,70229,3883.71,77329,4288.19,85121,4686.79
São Pedro do Piauí,49797,3649.46,56113,4088.05,67346,4876.6,75437,5422.02
São Raimundo Nonato,172855,5343.76,212719,6496.22,235089,7092.11,269424,8066.58
Sebastião Barros,18645,5238.78,21102,5999.9,22628,6511.72,25793,7371.52
Sebastião Leal,71103,17274.89,66521,16075.66,79295,19065.79,70208,16760.13
Sigefredo Pacheco,31740,3299.7,36144,3740.44,39638,4083.84,42962,4394.15
Simões,51091,3601.79,60334,4241.38,67185,4709.09,70714,4920.26
Simplício Mendes,55834,4622.8,66732,5485.12,74203,6056.85,92567,7500.73
Socorro do Piauí,14860,3281.86,17904,3970.7,19344,4303.42,21299,4704.78
Sussuapara,27982,4487.95,30483,4822.44,34720,5417.35,38177,5912.44
Tamboril do Piauí,10588,3843.31,12154,4371.96,11930,4253.24,14196,5023.35
Tanque do Piauí,10718,4089.31,13351,5053.24,13283,4987.97,16520,6157.41
Teresina,10633858,13056.67,12188525,14821.33,13342832,16071.23,14803635,17697.64
União,207642,4867.7,233145,5438.03,253058,5873.46,253512,5840.88
Uruçuí,427149,21196.36,565491,27733.75,778168,37733.02,666190,32060.72
Valença do Piauí,101611,4999.32,116409,5717.56,129606,6355.42,145647,7090.56
Várzea Branca,15466,3147.89,18391,3757.92,19203,3939.02,22379,4557.75
Várzea Grande,17023,3925.94,19360,4475.36,19541,4527.55,21517,4951.1
Vera Mendes,12037,4029.79,14029,4687.24,14745,4918.4,16122,5338.45
Vila Nova do Piauí,14970,4866.82,18888,6227.36,18097,6052.61,19804,6579.41
Wall Ferraz,15330,3581.74,18479,4295.35,18473,4273.25,21617,4963.77
   Ceará,79332509,9390.62,89659922,10510.94,96814504,11249.65,108796325,12393.39
Abaiara,36657,3494.76,50758,4761.99,43493,4021.58,50520,4555.88
Acarape,65795,4289.93,78658,5071.73,81021,5169.49,100237,6260.49
Acaraú,329191,5720.89,385104,6615.77,413114,7020.02,475220,7902.28
Acopiara,213920,4180.48,255399,4962.19,264888,5116.84,287878,5466.63
Aiuaba,51668,3187.99,71739,4390.92,67798,4116.93,78473,4675.44
Alcântaras,37026,3436.88,45103,4151.21,45724,4173.43,47586,4259.82
Altaneira,23456,3423.76,28807,4147.26,34414,4893.27,37658,5233.25
Alto Santo,80701,4932.83,85765,5218.78,86667,5250.92,105163,6272.02
Amontada,242665,6185.24,298174,7498.96,287683,7143.15,291536,7071.49
Antonina do Norte,28240,4043.46,33331,4747.28,36976,5240.34,42113,5871.87
Apuiarés,49272,3537.9,55043,3922.65,56958,4029.59,66129,4593.28
Aquiraz,768858,10582.9,875689,11904.1,1091894,14663.19,1428405,18748.91
Aracati,578704,8366.77,707555,10141.1,867124,12323.57,1001363,13956.47
Aracoiaba,99347,3910.51,118200,4636.57,120852,4722.25,138694,5336.87
Ararendá,35069,3339.88,44519,4228.21,44025,4167.5,47643,4443.09
Araripe,86189,4165.93,99342,4783.43,102057,4895.31,121519,5740.17
Aratuba,68709,5959.69,70744,6169.86,71390,6260.1,65040,5664.56
Arneiroz,30611,3997.75,34981,4567.25,33949,4428,35361,4553.31
Assaré,86830,3868.03,111393,4941.8,114277,5049.13,142072,6180.28
Aurora,97377,3962.77,128837,5255.01,120606,4928.74,137828,5576.49
Baixio,22375,3713.04,26542,4387.15,26874,4425.96,31059,5037.97
Banabuiú,82912,4787.05,105595,6067.62,95783,5477.08,107500,6047.85
Barbalha,465961,8414.94,507734,9073.16,590244,10432.76,567756,9819.71
Barreira,79938,4083.88,94298,4770.01,143379,7184.06,109764,5388.26
Barro,95331,4428.24,98041,4532.62,106362,4892,121582,5500.45
Barroquinha,57897,3999.82,66492,4579.68,72612,4987.11,77659,5257.54
Baturité,197580,5928.71,222241,6614.89,220823,6521.08,237588,6884.22
Beberibe,329016,6669.15,400222,8029.17,401997,7981.83,488006,9486.52
Bela Cruz,105274,3409.89,124815,4016.96,134284,4295.86,148393,4665.88
Boa Viagem,230722,4392.94,273201,5187.33,208144,3939.96,284953,5315.5
Brejo Santo,246607,5457.11,311785,6821.24,307543,6655.78,331476,7020.13
Camocim,380439,6323.48,397395,6566.34,541357,8893.65,456092,7366.06
Campos Sales,121809,4594.82,140683,5293,149217,5599.55,171529,6345.86
Canindé,364905,4898.97,428430,5724.07,443801,5900.91,456444,5971.35
Capistrano,69901,4096.61,84735,4945.42,79151,4601.26,88044,5039.7
Caridade,71950,3593.91,83049,4079.23,81614,3945.17,82809,3899.45
Cariré,68737,3746.3,77024,4193.17,79425,4318.71,85754,4603.24
Caririaçu,100257,3799.49,109620,4147.09,111717,4220.35,130875,4879.56
Cariús,67515,3636.27,74820,4027.57,70389,3787.19,81570,4335.39
Carnaubal,64226,3835.3,80200,4756,81989,4829.99,88627,5128.27
Cascavel,478542,7237.05,518630,7759.98,583408,8642.7,629894,9138.7
Catarina,58360,3113.37,65221,3434.3,66740,3470.96,76528,3889.4
Catunda,45093,4531.53,62270,6224.55,50372,5010.6,62544,6120.95
Caucaia,2552434,7859.98,3027412,9150.27,3604092,10723.56,4557457,13212.47
Cedro,104507,4259,117137,4766.3,124424,5053.38,133706,5357.24
Chaval,48165,3817.49,52626,4160.16,59445,4686.64,65869,5119.99
Choró,44133,3433.68,54790,4241.03,53529,4123.32,58855,4460.42
Chorozinho,94864,5013.97,101862,5380.68,95280,5028.77,110875,5778.68
Coreaú,80725,3666.31,86856,3929.07,93066,4182.39,102856,4540.51
Crateús,380082,5217.1,450485,6174.5,442513,6053.36,476383,6428.66
Crato,986851,8124.77,1000461,8152.58,1093336,8819.86,1178172,9306.92
Croatá,68224,3995.06,79728,4642.64,76205,4412.04,93072,5297.49
Cruz,92911,4133.03,104014,4584.75,114131,4986.71,124485,5332.62
Deputado Irapuan Pinheiro,35980,3956.5,43275,4729.53,40209,4369.15,47287,5052.05
Ererê,26531,3871.5,29735,4320.74,31600,4565.1,35847,5091.13
Eusébio,1406329,30541.17,1596642,33949.43,1662118,34632.52,2077064,41999.08
Farias Brito,75604,3977.68,89985,4753.06,93529,4959.39,103306,5432.87
Forquilha,91762,4211.97,101488,4588.91,106736,4757.55,112806,4905.05
Fortaleza,37211584,15204.48,41036119,16569.61,45652174,18259.45,49745920,19494.4
Fortim,74913,5044.27,91932,6116.99,101003,6630.56,116494,7466.11
Frecheirinha,65152,5015.13,75288,5755.94,77360,5875.27,103821,7746.71
General Sampaio,28467,4579.71,33332,5272.43,33986,5291.25,37847,5742.29
Graça,54434,3616.39,57909,3843.2,60699,4023.8,64776,4239.02
Granja,185093,3514.2,199854,3826.93,202083,3847.15,240911,4508.5
Granjeiro,18991,4105.25,21513,4686.94,24738,5435.68,24639,5392.67
Groaíras,38250,3739.69,42082,4070.26,45326,4339.52,52873,4956.22
Guaiúba,104763,4348.66,112876,4623.43,114582,4633.86,134993,5333.57
Guaraciaba do Norte,209276,5539.78,235443,6198.14,234961,6152.58,277860,7155.45
Guaramiranga,37828,9082.38,43781,10786.28,41033,10372.39,44706,11436.7
Hidrolândia,80949,4185.16,98230,5053.24,97411,4983.19,102232,5141.96
Horizonte,1148585,20825.05,1205073,21204.88,1147232,19638.33,1203415,19863.57
Ibaretama,43924,3397.59,63155,4876.83,53221,4101.19,58015,4410.1
Ibiapina,119123,5003.08,132446,5533.58,132440,5505.03,171264,7002.36
Ibicuitinga,43082,3800.77,54350,4733.87,52694,4534.03,60610,5097.6
Icapuí,152602,8296.76,167797,9034.96,194076,10352.92,219930,11497.19
Icó,302298,4618.55,336162,5118.03,375609,5699.69,414740,6200.79
Iguatu,885876,9177.87,955311,9815.07,1091436,11121.44,1175247,11746.24
Independência,127177,4970.55,159604,6235.28,142392,5557.83,150559,5802.77
Ipaporanga,36654,3233.7,51572,4543.38,45299,3988.28,50482,4389.78
Ipaumirim,50563,4208.71,62103,5155.51,59439,4920.48,67014,5467.82
Ipu,190375,4723.93,221406,5474.94,221912,5468.63,260113,6314.96
Ipueiras,145229,3834.52,164010,4337.86,167674,4440.75,187716,4919.31
Iracema,70650,5147.54,73322,5326.3,81514,5903.38,92131,6575.65
Irauçuba,84864,3797.54,106235,4713.79,112139,4930.92,124289,5356.81
Itaiçaba,31251,4268.69,34075,4621.58,38428,5173.43,43585,5759.81
Itaitinga,201364,5618.74,241239,6641.32,281594,7649.1,337222,8943.7
Itapagé,594895,12299.86,697648,14264.49,386107,7858.89,450145,8965.07
Itapipoca,704178,6067.1,794148,6746.08,930462,7798.04,996537,8153.63
Itapiúna,65493,3516.21,78859,4189.96,74268,3906.97,90056,4639.89
Itarema,209180,5583.79,238397,6270.63,250307,6493.57,333116,8434.6
Itatira,75978,4021.28,98132,5123.87,67145,3460.88,92579,4661.32
Jaguaretama,82781,4633.18,100708,5641.62,95197,5336.47,107976,5985.35
Jaguaribara,75443,7250.62,87488,8310,101816,9558.39,120471,11060.54
Jaguaribe,235442,6841.07,277133,8065.11,310610,9051.19,345656,9966.15
Jaguaruana,230857,7160.79,262449,8093.29,263624,8083.15,291935,8800.12
Jardim,107861,4040.18,119159,4461.23,124607,4661.7,146666,5418.64
Jati,29098,3804.22,38386,4991.07,34466,4507.14,41029,5284.5
Jijoca de Jericoacoara,96366,5667.93,107782,6201.48,125096,7050.04,138871,7591.92
Juazeiro do Norte,2158389,8635.77,2440288,9651.47,2840455,11110.81,3221109,12327.76
Jucás,103192,4334.16,121262,5074.15,118410,4936.83,139840,5742.68
Lavras da Mangabeira,112285,3610.92,132896,4275.65,138483,4456.71,157856,5021.65
Limoeiro do Norte,506853,9005.76,531950,9369.61,577724,10269.73,778957,13577.31
Madalena,74834,4137.92,92994,5071.66,87125,4690.45,89526,4707.69
Maracanaú,4500466,21456.54,4996463,23649.99,5328475,24968.95,6259288,28722.61
Maranguape,821265,7272.6,864351,7485.83,918947,7833.76,1161830,9649.35
Marco,150054,6073.36,159146,6357.71,198708,7838.9,208521,8037.36
Martinópole,32998,3228.78,37086,3587.37,36150,3456.67,50115,4686.68
Massapê,121138,3441.33,137012,3846.18,144661,4013.9,165425,4488.66
Mauriti,187470,4239.78,285195,6402.68,250997,5598.11,250388,5486.14
Meruoca,47904,3498.42,56521,4073.91,59877,4261.98,66706,4639.77
Milagres,121829,4302.32,141847,5019.53,140637,4986.43,160656,5639.62
Milhã,61621,4711.83,80844,6183.56,71127,5445.35,71889,5443.21
Miraíma,46597,3640.39,53277,4127.8,59057,4539.69,58327,4399.08
Missão Velha,166230,4852.31,210932,6131.03,199232,5769.99,204784,5841.62
Mombaça,159360,3731.48,181204,4234.42,178873,4170.4,205817,4732.2
Monsenhor Tabosa,62856,3762.49,88978,5317.54,76249,4549.46,83728,4929.83
Morada Nova,409606,6597.39,435040,7029.69,481882,7808.44,627248,10070.29
Moraújo,30002,3718.17,33149,4067.9,35352,4298.16,39996,4765.42
Morrinhos,75910,3666.6,83704,4002.48,88796,4204.54,93918,4355.9
Mucambo,51655,3662.93,62542,4427.74,62571,4423.23,68617,4786.7
Mulungu,73192,6372.85,84900,7266.32,75186,6330.89,70605,5789.19
Nova Olinda,68782,4824.78,80443,5577.05,82315,5643.45,97459,6537.35
Nova Russas,140536,4536.78,160073,5148.69,176972,5670.36,195702,6175.12
Novo Oriente,97234,3540.79,150923,5476.97,117740,4257.45,134989,4808.15
Ocara,82063,3417.57,96610,3993.3,95800,3930.56,103937,4186.13
Orós,116135,5428.9,123389,5781.77,140735,6609.13,144281,6709.83
Pacajus,604679,9777.17,692165,10951.63,725649,11246.71,777819,11694.76
Pacatuba,591160,8182.26,633338,8572.4,694908,9214.95,801448,10311.59
Pacoti,81898,7055.92,91787,7881.44,78551,6722.98,91821,7744.06
Pacujá,25733,4298.81,27792,4622.69,30561,5062.36,32845,5357.18
Palhano,38672,4360.37,42841,4802.83,43484,4846.64,52839,5789.89
Palmácia,60132,5008.94,69260,5691.03,62081,5034.94,58600,4641.93
Paracuru,253954,8026.87,293195,9176.38,342628,10622.47,397692,12080.93
Paraipaba,182972,6090.74,201023,6614.11,226216,7360.67,264826,8430.47
Parambu,119086,3802.23,141940,4544.56,132135,4240.52,149010,4736.2
Paramoti,47827,4229.5,62767,5537.95,52313,4604.99,72313,6278.83
Pedra Branca,158454,3777.92,192415,4583.59,174995,4160.2,197774,4637.9
