unidade,pib2010,capita2010,pib2011,capita2011,pib2012,capita2012,pib2013,capita2013
Criciúma,3896919,20271.54,4793628,24710.82,5109638,26121.03,5569298,27516.97
Cunha Porã,412011,38821.36,531537,49942.44,524950,49194.05,556633,51043.82
Cunhataí,23663,12573.15,25257,13384.98,26997,14268.85,34404,17816.59
Curitibanos,648114,17157.66,735663,19421.9,831969,21892.19,928831,23883.55
Descanso,115425,13362.44,131835,15334.95,133841,15635.67,180639,20975.22
Dionísio Cerqueira,190580,12876.16,232696,15664.47,267021,17925.71,339815,22316.58
Dona Emma,50591,13588.64,51713,13779.11,58883,15561.09,71246,18212.23
Doutor Pedrinho,37148,10307.54,41253,11317.77,47866,12996.36,58609,15310.66
Entre Rios,24322,8058.92,78721,25971.94,91490,30065.81,88952,28528.52
Ermo,38429,18745.99,31588,15408.89,38838,18954.67,53740,25824.04
Erval Velho,65401,15024.36,80193,18397.21,81615,18697.56,107686,24210.04
Faxinal dos Guedes,325308,30522.43,356740,33487.23,367194,34494.52,451015,41772.24
Flor do Sertão,17056,10740.56,18406,11597.91,20006,12622.32,25492,15882.67
Florianópolis,11289972,26804.11,12740917,29817.4,13860577,31998.89,14679653,32385.04
Formosa do Sul,28634,11008.94,31619,12198.79,41634,16118.61,44566,17121.02
Forquilhinha,436863,19374.82,426306,18639.59,474536,20469.14,525230,21653.63
Fraiburgo,668714,19352.17,713443,20573.96,831211,23888.12,825312,23171.22
Frei Rogério,32684,13178.9,31133,12780.32,42734,17813.3,54119,22990.21
Galvão,77695,22358.37,93737,27456.62,90746,26288.02,107777,31896.27
Garopaba,233728,12881.84,263813,14244.75,304309,16109.51,354626,17710.05
Garuva,321802,21799.33,396473,26394.61,452619,29637.16,550599,34239.1
Gaspar,1421582,24527.8,1590928,27024.88,1670193,27963.31,1838828,29365.8
Governador Celso Ramos,129412,9945.59,145108,11071.02,159674,12086.44,194476,14242.1
Grão Pará,93151,14968.81,115007,18412.85,126122,20121.61,149902,23356.46
Gravatal,108087,10162.35,110206,10301.51,116676,10845.52,164223,14843
Guabiruba,519575,28187.23,603529,32019.16,642442,33366.69,764900,37359.58
Guaraciaba,162937,15520.73,196676,18808.08,203178,19504.48,255075,24311.37
Guaramirim,1013725,28810.47,1177857,32792.95,1214665,33151.35,1361077,35033.26
Guarujá do Sul,67949,13844.61,82142,16678.5,97004,19632.46,109661,21697.79
Guatambú,178047,38084.96,218749,46761.25,353495,75597.72,388386,81834.39
Herval d'Oeste,318031,14978.15,329647,15453.87,366439,17107.31,392266,17861.92
Ibiam,29317,15072.82,30366,15612.52,30160,15514.28,52973,26848.75
Ibicaré,50045,14836.83,55986,16677.51,59647,17853.08,72193,21492.44
Ibirama,270135,15576.95,336698,19297.21,336510,19162.37,352733,19491.25
Içara,1143371,19425.6,1244481,20874.96,1346916,22309.53,1536423,29882.19
Ilhota,201004,16267.75,287037,22977.67,310501,24596.07,360644,27479.75
Imaruí,109139,9350.52,115167,9979.82,123588,10830.61,159104,14078.72
Imbituba,704719,17530.33,729067,17995.44,821869,20121.66,897695,21250.24
Imbuia,84578,14814.87,84786,14763.31,94014,16273.84,114084,19186.71
Indaial,1432206,26138,1620549,28948.71,1826010,31997.09,1875096,31027.68
Iomerê,81059,29551.21,91227,33125.32,74154,26789.7,96648,34007.12
Ipira,49926,10506.22,55787,11806.72,60393,12852.24,66768,14166.8
Iporã do Oeste,121215,14408.1,144214,17066.79,153480,18077.74,177615,20382.72
Ipuaçu,110026,16175.55,148985,21749.66,215264,31193.2,290575,40793.92
Ipumirim,164256,22750.2,189107,26101.67,185233,25486.13,210036,28249.65
Iraceminha,54076,12714.86,62763,14848.23,62314,14829.52,81594,19371.85
Irani,115518,12116.4,131488,13703.76,146572,15179.34,180146,18108.79
Irati,64563,30802.93,42411,20380.31,22038,10661.95,45138,21837.68
Irineópolis,198919,19035.31,193822,18453.99,201771,19114.3,277164,25561.54
Itá,131277,20425.85,129881,20290.74,140171,21987.54,152371,23733.77
Itaiópolis,359581,17700.29,499366,24484.7,485061,23678.84,545055,25936.47
Itajaí,10059651,54854.47,12207589,65587.42,13657963,72344.35,15375830,77730.69
Itapema,797320,17403.41,924310,19530.28,1062013,21759.44,1170826,22123.21
Itapiranga,353729,22924.76,483520,31158.64,458831,29368.97,605648,37601.56
Itapoá,181540,12286.96,405224,26627.96,461026,29443.51,593607,35126.76
Ituporanga,444597,19977.41,436030,19411.88,513689,22662.42,592331,25216.29
Jaborá,78757,19489.46,81890,20320.19,79743,19846.4,100671,24814.11
Jacinto Machado,153265,14448.04,148154,13996.57,214598,20317.96,271829,25459.3
Jaguaruna,222972,12895.29,239871,13710.05,259122,14643.79,316930,17201.09
Jaraguá do Sul,5522516,38563.44,6571545,45077.89,6884392,46405.48,7846725,50132.73
Jardinópolis,27239,15423.99,49665,28396.36,32473,18748.57,38887,22595.39
Joaçaba,931784,34504.12,1024656,37606.2,1049922,38224.85,1090467,38399.44
Joinville,18284659,35486.97,18728516,35953.8,20376688,38714.07,21979954,40184.13
José Boiteux,135717,28753.68,62062,13118.05,68080,14359.86,81004,16746.83
Jupiá,25814,12017.78,41017,19139.86,32234,15076.53,44533,20636.23
Lacerdópolis,77901,35457.77,94032,42722.62,98483,44703.95,110189,49147.82
Lages,2789799,17799.24,2954103,18856.18,4088053,26104.39,3619186,22767.76
Laguna,480110,9312.76,531776,10252.28,685711,13144.79,680358,15470.06
Lajeado Grande,22692,15229.39,25476,17167.22,81951,55447.32,91415,61434.48
Laurentino,121520,20236.39,132661,21830.08,141958,23093.86,165550,25859.12
Lauro Muller,172863,12032.8,208477,14451.48,219507,15156.16,244160,16451.75
Lebon Régis,185237,15615.98,153019,12912.96,170508,14374.29,200087,16567.61
Leoberto Leal,51579,15328,50097,15012.47,63322,19136.18,71630,21719.36
Lindóia do Sul,83858,18065.04,96519,20837.33,121379,26261.14,110047,23544.44
Lontras,133622,13038.85,192107,18494.97,214095,20339.62,206488,18763.13
Luiz Alves,324686,31073.41,321756,30274.39,353022,32653.97,408388,35839.23
Luzerna,99124,17703.96,115348,20586.88,132906,23712.07,146244,25665.93
Macieira,32324,17702.29,30347,16665.12,34279,18886.48,45827,25028.64
Mafra,1004821,18987.55,1063230,20007.71,1172177,21966.93,1239765,22661.5
Major Gercino,33504,10217.79,38640,11744.6,40958,12411.5,34823,10317.86
Major Vieira,106524,14243.02,108832,14466.51,121527,16062.28,163926,21064.79
Maracajá,108527,16933.53,103797,16040.33,119772,18327.72,157814,23262.72
Maravilha,629720,28488.95,738321,32996.1,766857,33868.79,859160,36402.02
Marema,66444,30160.5,79205,36516.64,88735,41542.44,104210,49765.8
Massaranduba,294123,20052.03,375919,25336.57,358913,23938.68,404232,25935.55
Matos Costa,26419,9309.15,29023,10324.79,36334,13050.86,32307,11675.85
Meleiro,128191,18307.81,118964,17009.39,142287,20361.58,145242,20499.94
Mirim Doce,32749,13031.76,31866,12772.02,40211,16233.82,52603,21245.25
Modelo,93165,23020.79,107187,26439.88,114071,28075.54,129076,31125.18
Mondaí,256666,25087.07,345971,33436.83,359473,34373.04,412259,37901.86
Monte Carlo,158095,16977.58,125009,13374.21,131371,14003.96,158930,16548.34
Monte Castelo,121658,14573.29,130550,15642.21,140930,16885.91,158996,18753.96
Morro da Fumaça,326275,20232.83,406568,25024.19,452756,27667.81,515407,30519.14
Morro Grande,60252,20848.38,86243,29862.65,67764,23480.11,92705,31661.54
Navegantes,1430878,23616.52,1399831,22510.03,2319172,36371.18,2678692,39198.26
Nova Erechim,80791,18898.36,143361,33093.47,147893,33719.25,134699,29429.48
Nova Itaberaba,95423,22362.97,119527,28005.45,70124,16426.25,139195,32087.46
Nova Trento,284835,23387.37,300096,24259.96,324096,25836.76,391710,29821.88
Nova Veneza,360348,27061.26,434883,32338.1,447920,32981.36,469781,33322.52
Novo Horizonte,45612,16586.36,55407,20340.25,55354,20524.27,68887,25694.57
Orleans,573524,26806.43,675823,31436.54,722947,33471.33,840505,37910.11
Otacílio Costa,468720,28671.4,488822,29595.1,525622,31491.37,545201,31425.51
Ouro,86670,11758.19,97633,13265.31,100585,13688.75,120142,16156.87
Ouro Verde,44805,19729.36,61906,27331.37,64891,28725.58,84121,36878.95
Paial,22136,12555.62,67556,38802.92,71199,41394.68,74098,43638.14
Painel,44086,18735.97,32779,13936.62,34728,14771.45,40375,16928.57
Palhoça,2663952,19416.7,3118319,22275.3,3767834,26430.18,3971575,26367.66
Palma Sola,131629,16951.57,165246,21371.72,205761,26725.65,234381,30254.45
Palmeira,53376,22464.71,69457,29037.1,75823,31461.67,81723,32847.04
Palmitos,325096,20291.89,419750,26203.23,481921,30086.2,545571,33532.36
Papanduva,376265,20984.07,376140,20881.59,431742,23858.43,834040,44918.14
Paraíso,74836,18342.1,86040,21371.04,107890,27162.66,129487,33074.64
Passo de Torres,60131,9068.19,57463,8452.99,61761,8868.62,75182,10095.56
Passos Maia,98230,22178.8,76237,17326.54,80849,18484.08,95669,21807.48
Paulo Lopes,89749,13411,93691,13878,158213,23239,176721,25084.58
Pedras Grandes,70047,17055.44,83239,20337.01,65939,16169.51,84130,20469.64
Penha,281689,11204.83,338056,13146.78,387007,14733.03,461234,16510.4
Peritiba,45656,15279.69,48083,16189.4,49640,16815.76,60000,20283.86
Pescaria Brava,,,,,,,52136,5382.11
Petrolândia,99710,16263.23,102043,16701,178542,29317.28,160449,26131.8
Pinhalzinho,548799,33596.5,700201,42084.43,712924,42102.65,846141,47355.11
Pinheiro Preto,78069,24807.54,85459,26873.89,85925,26935.67,97465,29445.67
Piratuba,471674,98552.9,562682,119516.22,369796,79835.06,493623,108895.4
Planalto Alegre,67664,25447.17,87225,32668.44,95042,35397.4,105211,38106.19
Pomerode,982730,35385.63,1193145,42322.11,1269380,44368.39,1471935,49049.77
Ponte Alta,63654,13003.8,73406,15063.88,75081,15470.96,79010,16173.97
Ponte Alta do Norte,74378,22518.26,79035,23877.57,87546,26401.14,96364,28501.56
Ponte Serrada,154243,13982.68,176794,15973.42,203364,18317.82,244697,21544.01
Porto Belo,569634,35341.51,605907,36730.56,668922,39590.58,739148,40913.78
Porto União,383357,11444.52,428147,12735.26,470530,13945.77,500991,14500.04
Pouso Redondo,236256,15950.3,259816,17308.35,292323,19226.75,405484,25531.05
Praia Grande,78250,10763.37,75171,10345.62,146843,20212.33,114631,15538.99
Presidente Castello Branco,27406,15896.57,28955,16923.04,29295,17262.57,36410,21531.75
Presidente Getúlio,295445,19847.16,291498,19324.96,357500,23407.29,363356,22790.96
Presidente Nereu,32176,14087.5,31444,13773.08,36304,15916.04,42975,18571.85
Princesa,26780,9709.76,30695,11081.14,34930,12564.91,53072,18634.81
Quilombo,367047,35806.01,493835,48363.08,529873,52075.98,452057,44081.62
Rancho Queimado,62353,22690.23,67525,24492.27,59181,21403.58,91835,32484.85
Rio das Antas,95250,15495.31,98737,16067.93,99733,16227.36,122668,19642.66
Rio do Campo,95872,15475.66,97062,15739.01,108198,17613.18,131201,21212.72
Rio do Oeste,118921,16763.61,111410,15651.91,131977,18471.25,157193,21477.4
Rio do Sul,1556885,25440.95,1799079,29049.73,1927039,30754.87,2042374,31297.87
Rio dos Cedros,176881,17206.29,229846,22126.08,243828,23248.24,222805,20480.3
Rio Fortuna,324948,73087.66,370358,83114.53,438393,98162.28,466629,102398.3
Rio Negrinho,656703,16479.78,739126,18473.06,793039,19742.57,878346,21336.17
Rio Rufino,27413,11253.31,30839,12649.31,34178,14007.5,39902,16076.36
Riqueza,47346,9786.21,53789,11175.72,57290,11962.79,68854,14314.79
Rodeio,159546,14618.47,176030,16055.27,247412,22483.86,241723,21448.32
Romelândia,81886,14751.51,101572,18538.48,111783,20346.36,120569,22241.01
Salete,97866,13302.39,110731,14992.02,114705,15496.53,134381,17791.79
Saltinho,45141,11396.29,41612,10553.32,90285,22996.77,60569,15341.8
Salto Veloso,98059,22799.23,187556,43295.38,107627,24679.53,113240,25192.35
Sangão,162225,15595.57,181361,17150.01,241197,22449.43,225965,20007.5
Santa Cecília,241138,15320.11,238080,15038.84,275011,17294.1,310434,19027.5
Santa Helena,31947,13411.81,38075,16085.95,38800,16503.79,48133,20447.19
Santa Rosa de Lima,23904,11575.63,35290,17048.42,32632,15733.75,39088,18472.52
Santa Rosa do Sul,79956,9927.44,70790,8768.79,82471,10192.9,107386,12999.2
Santa Terezinha,120582,13754.08,123141,14054,142711,16298.65,162075,18245.5
Santa Terezinha do Progresso,29657,10240.66,32259,11291.35,29297,10396.4,37664,13567.8
Santiago do Sul,27172,18547.38,29574,20424.01,28900,20195.82,40734,28807.91
Santo Amaro da Imperatriz,443041,22341.98,497156,24756.3,525146,25828.52,635937,29967.34
São Bento do Sul,1892011,25295.28,2268983,30044.79,2488111,32645.95,2696943,34139.39
São Bernardino,67647,25250.93,44881,16987.43,94884,35457.23,53813,20376.07
São Bonifácio,29569,9829.98,28646,9574.17,36062,12113.42,44667,14943.78
São Carlos,196492,19106.57,225034,21715.12,229145,21967.69,285304,26532.51
São Cristovão do Sul,71597,14265.11,76088,15063.96,79815,15683.88,108324,20613.44
São Domingos,179862,18940.85,223203,23524.74,217665,23182.93,279633,29342.37
São Francisco do Sul,2114777,49678.81,2670998,61678.73,2904852,65923.47,3257476,70087.92
São João Batista,477307,18176.2,469592,17305.76,480025,17154.76,487783,16078.81
São João do Itaperiú,59325,17255.59,59923,17333.95,58673,16874.54,83402,23309.66
São João do Oeste,104858,17374.94,107326,17725.25,116539,19186.5,225000,36226.02
São João do Sul,78464,11205.88,71167,10139.21,88261,12545.93,107820,15010.46
São Joaquim,390247,15728.16,392032,15703.91,414118,16491.51,476690,18447.05
São José,5131718,24377.2,6068818,28547.45,6542400,30390.47,7683346,34181.78
São José do Cedro,239604,17525.16,266040,19440.25,286917,20965.81,327931,23585.36
São José do Cerrito,410721,44292.09,445551,48492.72,533398,58589.41,552441,60969.1
São Lourenço do Oeste,451488,20713.33,581592,26479.35,593646,26908.1,713375,31307.62
São Ludgero,315620,28710.98,371249,33212.48,431301,37976.69,559170,46831.63
São Martinho,35130,10940.46,40927,12769.63,56649,17702.96,61754,19065.65
São Miguel da Boa Vista,22192,11655.68,20328,10721.72,22142,11734.22,27246,14362.56
São Miguel do Oeste,902551,24867.1,1002617,27384.92,1118304,30299.78,1242195,32550.57
São Pedro de Alcântara,41560,8823.68,44075,9201.54,49644,10185.54,55260,10753.11
Saudades,190475,21126.35,214507,23650.11,242809,26620.92,270727,28856
Schroeder,268862,17554.3,314188,19897.89,334833,20607.62,403128,22985.98
Seara,474000,28010.87,452677,26673.58,502998,29579.44,532204,30672.8
Serra Alta,77741,23665.55,101061,30792.35,103535,31575.21,110143,33145.73
Siderópolis,261266,20105.09,278327,21296.74,241365,18372.93,404800,29987.42
Sombrio,440244,16534.38,475174,17668.39,505147,18595.5,531917,18856.29
Sul Brasil,69673,25189.2,75362,27504.22,78174,28803.93,84931,31479.26
Taió,343851,19916.07,367534,21199.4,437404,25120.85,414153,23194.07
Tangará,230550,26579.38,253693,29267.82,251581,29074.37,284510,32415.43
Tigrinhos,18860,10733.96,22187,12692.85,22428,12897.23,29021,16621.17
Tijucas,694825,22433.24,833194,26422.92,956849,29820.45,1202945,35540.66
Timbé do Sul,68215,12851.3,58455,11014.63,79426,14969.07,84170,15624.7
Timbó,1006654,27342.1,1183906,31702.71,1246223,32887.08,1394683,35095.19
Timbó Grande,91806,12813.15,107562,14899.81,115248,15856.96,136827,18255.72
Três Barras,394923,21781.66,470190,25824.67,589015,32220.04,694217,37044.64
Treviso,134096,38019.91,136515,38379.27,159813,44578.13,243748,65771.21
Treze de Maio,86453,12571.32,84267,12232.04,93052,13483.86,110392,15689.55
Treze Tílias,199184,31407.12,240541,37252.74,326771,49752.01,336129,48538.55
Trombudo Central,150279,22929.36,168131,25428.23,179692,26948.43,217154,31467.1
Tubarão,1985607,20411.04,2271144,23214.5,2435646,24749.48,2655646,26219.8
Tunápolis,60667,13094.63,67833,14676.19,72614,15744.51,89954,19303.43
Turvo,286547,24173,263649,22101.53,338977,28245.7,363143,29397.13
União do Oeste,70077,24081.55,88170,30678.57,94367,33251.13,106395,37971.05
Urubici,149623,13980.85,155953,14528.85,154444,14344.18,209833,19054.92
Urupema,32933,13268.75,34584,13950.71,37861,15291.25,42182,16825.51
Urussanga,440157,21766.23,520013,25627.76,541571,26604.97,610694,29323.64
Vargeão,168652,47709.28,258123,73060.5,317240,89793.36,293512,81758.2
Vargem,31541,11232.64,34116,12289.68,39140,14253.54,47589,17508.71
Vargem Bonita,228148,47580.34,247063,51849.44,242302,51140.11,252508,53137.26
Vidal Ramos,111505,17718.88,133484,21231.76,185194,29470.7,210057,32939.84
Videira,1327385,28120.18,1463303,30730.04,1534216,31920.28,1629793,32747.82
Vitor Meireles,71035,13639.52,67853,13088.93,76661,14856.72,84744,16328.28
Witmarsum,66423,18445.58,68062,18765.43,73028,19991.16,84641,22457.14
Xanxerê,947154,21476.44,1105866,24771.31,1252745,27752.44,1267385,26976.55
Xavantina,89165,21526.99,93094,22584.67,80324,19577.01,103175,25018.28
Xaxim,542457,21109.74,553446,21341.39,601005,22987.39,785190,29039.18
Zortéa,34606,11569.99,39725,13158.38,40105,13166.46,52611,16685.93
   Rio Grande do Sul,241255555,22556.67,264968712,24687.22,287055575,26651.76,331095183,29657.28
Aceguá,104034,23676.39,115477,26067.08,107029,23970.76,177845,38345.1
Água Santa,100004,26839.39,113824,30622.53,133201,35883.97,243481,63439.62
Agudo,244679,14626.05,282686,16961.85,301474,18147.99,353724,20612.1
Ajuricaba,132472,18259.36,188447,26097.04,160956,22395.47,201507,27157.28
Alecrim,58330,8279.64,64494,9299.76,67276,9852.94,84262,12020.22
Alegrete,1064243,13701.59,1098023,14234.15,1293007,16870.3,1504163,19027.03
Alegria,46492,10809.57,55308,13106.28,46364,11196.26,74510,17556.67
Almirante Tamandaré do Sul,60472,29326.9,72823,35454.31,57379,28113.35,104408,49576.47
Alpestre,83330,10381.23,87201,11099.93,82406,10717.37,110236,14005.36
Alto Alegre,29428,15924.39,37135,20336.86,38052,21081.18,57165,30800
Alto Feliz,36040,12393.23,40780,13946.74,44654,15240.15,58271,19199.66
Alvorada,1362254,6960.29,1594041,8109.2,1745888,8842.58,1992342,9730.61
Amaral Ferrador,50456,7939.52,63963,9992.65,61960,9612.1,81930,12241.17
Ametista do Sul,52140,7120.09,56644,7741.45,63401,8673.19,72552,9596.81
André da Rocha,35491,29186.39,42618,34818.69,39090,31729.24,100109,78332.53
Anta Gorda,89079,14667.99,106852,17649.88,109067,18072.45,146341,23470.85
Antônio Prado,250942,19548.32,276864,21584.46,309036,24103.88,369887,27888.64
Arambaré,66930,18123.49,61133,16630.36,81796,22348.7,103043,27274.37
Araricá,74869,15379.91,89480,18157.5,100830,20206.36,122598,23599.29
Aratiba,987584,150363.03,1034364,158571.85,756893,116768.47,743245,111147.71
Arroio do Meio,516074,27475.6,722449,38176.34,707933,37142.36,835344,42206.16
Arroio do Padre,27132,9938.48,28102,10244.87,34307,12447.94,40193,14068.09
Arroio do Sal,104574,13503.88,119426,15060,139034,17137.23,152786,18000.26
Arroio do Tigre,188546,14907.21,190950,14985.86,211870,16586.01,292337,22088.21
Arroio dos Ratos,111457,8190.53,112281,8239.58,139898,10251.18,174142,12322.51
Arroio Grande,297466,16106.24,295033,16018.75,334212,18195.35,437044,23027.78
Arvorezinha,114145,11158.93,134733,13179.44,143015,13993.68,181269,17144.51
Augusto Pestana,139920,19715.42,162037,23010.15,148386,21228.29,238398,33083.24
Áurea,47781,13037.21,55391,15183.8,54906,15117.19,70523,18816.19
Bagé,1291229,11055.8,1405324,12017.07,1653738,14123.65,2053820,16940.81
Balneário Pinhal,101537,9353.89,110730,9959.53,127533,11215.67,152060,12783.49
Barão,111923,19491.9,127479,22101.12,137342,23708.32,193660,32233.73
Barão de Cotegipe,99982,15313.54,105268,16133.08,102750,15756.79,144374,21407.84
Barão do Triunfo,58137,8283.93,72470,10285.31,71138,10059.12,92262,12585.23
Barra do Guarita,22711,7352.17,25009,8075.26,26588,8562.83,34294,10663.61
Barra do Quaraí,113485,28258.24,85614,21286.51,104428,25899.78,133792,32038.37
Barra do Ribeiro,167668,13340.85,171133,13551.86,199782,15753.23,220261,16749.89
Barra do Rio Azul,26895,13427.16,28656,14531.39,27651,14246,37313,18722.04
Barra Funda,73325,30978.07,74673,31401.47,80883,33870.65,96254,38874.72
Barracão,108654,20290.12,117109,21934.66,119745,22499.95,145324,26432.11
Barros Cassal,104081,9348.91,116793,10505.78,107117,9649.29,142241,12392.47
Benjamin Constant do Sul,16672,7226.66,18737,8236.05,15627,6963.83,23644,10257.55
Bento Gonçalves,3527006,32857.95,3939146,36311.85,4320781,39404.13,4737043,42528.93
Boa Vista das Missões,74538,35259.32,82967,39339.31,56288,26765.68,115531,53166.61
Boa Vista do Buricá,102374,15567.89,110250,16770.55,109669,16684.82,148359,21817.45
Boa Vista do Cadeado,93270,38209.83,119353,48935.03,73432,30132.02,177468,70423.75
Boa Vista do Incra,72301,29815.01,92074,37797.03,75048,30669.31,140865,55524.39
Boa Vista do Sul,43597,15693.75,47894,17277.83,45853,16571.31,57318,20041.17
Bom Jesus,172356,14914.81,187089,16294.14,214086,18705.61,250379,21177.26
Bom Princípio,256169,21724,268918,22473.51,328342,27055.22,370773,29324.04
Bom Progresso,31971,13733.39,31964,13958.08,29703,13183.96,45335,19616.99
Bom Retiro do Sul,154513,13468.68,154107,13371.55,176839,15276.34,199252,16598.84
Boqueirão do Leão,79344,10340.7,92332,12050.67,83095,10860.64,101195,12793.24
Bossoroca,139385,20238.88,148157,21733.43,122453,18133.15,218127,31371.57
Bozano,38417,17462.42,47607,21748.08,30819,14143.55,71330,31730.55
